element_type,osmid,addr:city,addr:country,addr:postcode,addr:street,geometry,addr:housenumber,entrance,source,fixme,addr:suburb,level,wheelchair,name,wikidata,amenity,wikimedia_commons,architect,heritage,heritage:operator,heritage:ref,image,note,description,wikipedia,roof:colour,opening_hours,building,nodes,building:levels,roof:levels,roof:shape,building:min_level,capacity,layer,operator,building:colour,addr:housename,start_date,height,roof:angle,disused:military,historic,location,old_start_date,roof:height,protect_class,website,area,BLfD:criteria,est_height,ref:BLfD,roof:material,architect:wikidata,building:architecture,roof:orientation,indoor_seating,outdoor_seating,phone,3dr:alpha1,3dr:type,building:levels:underground,noname,building:material,building:flats,smoking,nohousenumber,building:use,denomination,religion,roof:direction,contact:website,building:roof,building:part,source_ref,source:geometry,type,ways
way,242996552,München,DE,80992,Feldmochinger Straße,"POLYGON ((11.521691 48.177218, 11.5213515 48.1772165, 11.5213514 48.177269, 11.5213103 48.1772834, 11.5213402 48.1773258, 11.5214188 48.1773262, 11.5215515 48.1773269, 11.5215513 48.1773508, 11.5216013 48.177351, 11.5216167 48.1773511, 11.521617 48.1773273, 11.5216864 48.1773276, 11.521691 48.177218))",4a,,,,,,,,,,,,,,,,,,,,,residential,"[2504348993, 1154119558, 1141999886, 2504348998, 1141999634, 2504349000, 2504349002, 2504349017, 1209459849, 2504349019, 2504349005, 2504349007, 2504348993]",3,0,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,242996553,München,DE,80992,Feldmochinger Straße,"POLYGON ((11.5215478 48.177734, 11.5214721 48.1776121, 11.5214319 48.1776232, 11.5214095 48.1776156, 11.5214051 48.1776307, 11.5213426 48.177648, 11.5213748 48.1777, 11.5214183 48.1777701, 11.5215478 48.177734))",8,,,,,,,,,,,,,,,,,,,,,residential,"[2504349054, 1141999811, 2504349047, 2504349046, 2504349050, 1141999968, 2504349052, 2504349056, 2504349054]",4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,243063093,München,DE,80995,Dülferstraße,"POLYGON ((11.5393602 48.2149442, 11.5394693 48.2149298, 11.539449 48.2148611, 11.5394257 48.2148642, 11.5394206 48.2148471, 11.5393347 48.2148585, 11.5393602 48.2149442))",79,,,,,,,,,,,,,,,,,,,maroon,,residential,"[2505030466, 1437726355, 1437726411, 2496652494, 2496652493, 2505030464, 2505030466]",2,1,gabled,,,,,,,,,35,,,,,,,,,,,,,,,across,,,,,,,,,,,,,,,,,,,,,,
way,243063097,München,DE,80995,Dülferstraße,"POLYGON ((11.5389976 48.2149883, 11.5390892 48.2149775, 11.5390686 48.2148998, 11.538977 48.2149107, 11.5389976 48.2149883))",81,,,,,,,,,,,,,,,,,,,maroon,,residential,"[2505030467, 1437726428, 1437726426, 2505030465, 2505030467]",2,1,gabled,,,,,,,,,37,,,,,,,,,,,,,,,across,,,,,,,,,,,,,,,,,,,,,,
way,243063100,München,DE,80995,Dülferstraße,"POLYGON ((11.5389059 48.2149992, 11.5389976 48.2149883, 11.538977 48.2149107, 11.5388854 48.2149216, 11.5389059 48.2149992))",81a,,,,,,,,,,,,,,,,,,,maroon,,residential,"[1437726422, 2505030467, 2505030465, 1437726379, 1437726422]",2,1,gabled,,,,,,,,,37,,,,,,,,,,,,,,,across,,,,,,,,,,,,,,,,,,,,,,
way,243063103,München,DE,80995,Dülferstraße,"POLYGON ((11.5368916 48.2151864, 11.5370008 48.2151681, 11.5370393 48.2152709, 11.53693 48.2152891, 11.5368916 48.2151864))",91,,,,,,,,,,,,,,,,,,,,,residential,"[2505030470, 1745773080, 1745773100, 2505030471, 2505030470]",2,1,gabled,,,,,,,,,35,,,,,,,,,,,,,,,across,,,,,,,,,,,,,,,,,,,,,,
way,243063106,München,DE,80995,Dülferstraße,"POLYGON ((11.5367822 48.2152047, 11.5368916 48.2151864, 11.53693 48.2152891, 11.5368207 48.2153074, 11.5367822 48.2152047))",93,,,,,,,,,,,,,,,,,,,,,residential,"[1745773282, 2505030470, 2505030471, 1745773160, 1745773282]",2,1,gabled,,,,,,,,,35,,,,,,,,,,,,,,,across,,,,,,,,,,,,,,,,,,,,,,
way,243160209,München,DE,81245,Josef-Schlicht-Straße,"POLYGON ((11.4509466 48.1638851, 11.4510357 48.1638985, 11.451018 48.1639508, 11.4509967 48.1640139, 11.4509939 48.1640222, 11.4509048 48.1640088, 11.4509466 48.1638851))",19,,,,,,,,,,,,,,,,,,,,,residential,"[2505869865, 1112759228, 1112759203, 1112759249, 1112759263, 2505869870, 2505869865]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,243160210,München,DE,81245,Josef-Schlicht-Straße,"POLYGON ((11.4509048 48.1640088, 11.4508183 48.1639958, 11.4508602 48.1638721, 11.4509466 48.1638851, 11.4509048 48.1640088))",19a,,,,,,,,,,,,,,,,,,,,,residential,"[2505869870, 2505869869, 2505869863, 2505869865, 2505869870]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,243160211,München,DE,81245,Josef-Schlicht-Straße,"POLYGON ((11.4508183 48.1639958, 11.4507356 48.1639833, 11.4507774 48.1638596, 11.4508602 48.1638721, 11.4508183 48.1639958))",21,,,,,,,,,,,,,,,,,,,,,residential,"[2505869869, 2505869868, 2505869860, 2505869863, 2505869869]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,243160212,München,DE,81245,Josef-Schlicht-Straße,"POLYGON ((11.4507356 48.1639833, 11.4506453 48.1639698, 11.4506872 48.163846, 11.4507774 48.1638596, 11.4507356 48.1639833))",21a,,,,,,,,,,,,,,,,,,,,,residential,"[2505869868, 2505869867, 2505869858, 2505869860, 2505869868]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,243160213,München,DE,81245,Josef-Schlicht-Straße,"POLYGON ((11.4506453 48.1639698, 11.4505595 48.1639569, 11.4506014 48.1638331, 11.4506872 48.163846, 11.4506453 48.1639698))",23,,,,,,,,,,,,,,,,,,,,,residential,"[2505869867, 2505869866, 2505869855, 2505869858, 2505869867]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,243160214,München,DE,81245,Josef-Schlicht-Straße,"POLYGON ((11.4500299 48.1637746, 11.4500341 48.163761, 11.4501184 48.1637725, 11.4500992 48.1638352, 11.4500842 48.1638842, 11.4499654 48.163868, 11.4499954 48.16377, 11.4500299 48.1637746))",27,,,,,,,,,,,,,,,,,,,,,residential,"[1112759315, 1112759193, 1112759220, 5653523633, 1112759207, 2505869862, 2505869850, 1112759315]",,,gabled,,,,,,,,,,,,,,,,,,,,,,,,across,,,,,,,,,,,,,,,,,,,,,,
way,243160216,München,DE,81245,Josef-Schlicht-Straße,"POLYGON ((11.4499654 48.163868, 11.4498748 48.1638557, 11.4499049 48.1637576, 11.4499954 48.16377, 11.4499654 48.163868))",29,,,,,,,,,,,,,,,,,,,,,residential,"[2505869862, 2505869861, 2505869849, 2505869850, 2505869862]",,,gabled,,,,,,,,,,,,,,,,,,,,,,,,across,,,,,,,,,,,,,,,,,,,,,,
way,243160217,München,DE,81245,Josef-Schlicht-Straße,"POLYGON ((11.4498748 48.1638557, 11.4498091 48.1638467, 11.4498391 48.1637487, 11.4499049 48.1637576, 11.4498748 48.1638557))",31,,,,,,,,,,,,,,,,,,,,,residential,"[2505869861, 2505869859, 2505869848, 2505869849, 2505869861]",,,gabled,,,,,,,,,,,,,,,,,,,,,,,,across,,,,,,,,,,,,,,,,,,,,,,
way,243160218,München,DE,81245,Josef-Schlicht-Straße,"POLYGON ((11.4498091 48.1638467, 11.4497433 48.1638377, 11.4497733 48.1637397, 11.4498391 48.1637487, 11.4498091 48.1638467))",33,,,,,,,,,,,,,,,,,,,,,residential,"[2505869859, 2505869857, 2505869847, 2505869848, 2505869859]",,,gabled,,,,,,,,,,,,,,,,,,,,,,,,across,,,,,,,,,,,,,,,,,,,,,,
way,243160219,München,DE,81245,Josef-Schlicht-Straße,"POLYGON ((11.4497433 48.1638377, 11.4496776 48.1638288, 11.4497076 48.1637308, 11.4497733 48.1637397, 11.4497433 48.1638377))",35,,,,,,,,,,,,,,,,,,,,,residential,"[2505869857, 2505869856, 2505869846, 2505869847, 2505869857]",,,gabled,,,,,,,,,,,,,,,,,,,,,,,,across,,,,,,,,,,,,,,,,,,,,,,
way,243160220,München,DE,81245,Josef-Schlicht-Straße,"POLYGON ((11.4496776 48.1638288, 11.4496114 48.1638198, 11.4496165 48.1638032, 11.4496414 48.1637218, 11.4497076 48.1637308, 11.4496776 48.1638288))",37,,,,,,,,,,,,,,,,,,,,,residential,"[2505869856, 1112759234, 2505869854, 1112759268, 2505869846, 2505869856]",,,gabled,,,,,,,,,,,,,,,,,,,,,,,,across,,,,,,,,,,,,,,,,,,,,,,
way,243160221,München,DE,81245,Josef-Schlicht-Straße,"POLYGON ((11.4495774 48.1636983, 11.4496458 48.1637076, 11.4496414 48.1637218, 11.4496165 48.1638032, 11.4495481 48.1637938, 11.4495774 48.1636983))",39,,,,,,,,,,,,,,,,,,,,,residential,"[2505869845, 1112759185, 1112759268, 2505869854, 2505869853, 2505869845]",,,gabled,,,,,,,,,,,,,,,,,,,,,,,,across,,,,,,,,,,,,,,,,,,,,,,
way,243160222,München,DE,81245,Josef-Schlicht-Straße,"POLYGON ((11.4495481 48.1637938, 11.4494799 48.1637846, 11.4495092 48.163689, 11.4495774 48.1636983, 11.4495481 48.1637938))",41,,,,,,,,,,,,,,,,,,,,,residential,"[2505869853, 2505869852, 2505869844, 2505869845, 2505869853]",,,gabled,,,,,,,,,,,,,,,,,,,,,,,,across,,,,,,,,,,,,,,,,,,,,,,
way,243160223,München,DE,81245,Josef-Schlicht-Straße,"POLYGON ((11.4494104 48.1637751, 11.4493365 48.163765, 11.4493658 48.1636695, 11.4494397 48.1636795, 11.4494104 48.1637751))",45,,,,,,,,,,,,,,,,,,,,,residential,"[2505869851, 1112759231, 1112759288, 2505869843, 2505869851]",,,gabled,,,,,,,,,,,,,,,,,,,,,,,,across,,,,,,,,,,,,,,,,,,,,,,
way,243338094,,,,,"POLYGON ((11.4973924 48.126619, 11.4975398 48.1266852, 11.4974273 48.1267968, 11.4972913 48.1269326, 11.4972291 48.1269943, 11.4970916 48.1269326, 11.4970813 48.126928, 11.4973924 48.126619))",,,,,,,,,,,,,,,,,,,,,,residential,"[2507627182, 2507627181, 2667018000, 2667018003, 2507627172, 3728022359, 2507627185, 2507627182]",4,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,243427571,München,DE,80995,Langenpreisinger Straße,"POLYGON ((11.5468573 48.2122423, 11.5468575 48.2123364, 11.5470152 48.2123363, 11.5470149 48.2122421, 11.5468573 48.2122423))",48,,,,,,,,,,,,,,,,,,,red,,residential,"[2508373891, 2508373895, 2508373894, 2508373888, 2508373891]",2,,gabled,,,,,moccasin,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,243427579,München,DE,80995,Langenpreisinger Straße,"POLYGON ((11.5466472 48.2133105, 11.5466345 48.2132055, 11.5468376 48.2131945, 11.5468504 48.2132994, 11.5466472 48.2133105))",57,,,,,,,,,,,,,,,,,,,gray,,residential,"[2508374016, 2508374012, 2508374011, 2508374015, 2508374016]",2,,gabled,,,,,moccasin,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,243430528,München,DE,80995,Langenpreisinger Straße,"POLYGON ((11.5466976 48.2117023, 11.5466989 48.2117898, 11.5468494 48.2117888, 11.5468481 48.2117013, 11.5466976 48.2117023))",42,,,,,,,,,,,,,,,,,,,red,,residential,"[2508392990, 2508392996, 2508392995, 2508392989, 2508392990]",2,,gabled,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,243430529,München,DE,80995,Langenpreisinger Straße,"POLYGON ((11.5463803 48.2116884, 11.5463803 48.2117621, 11.5463803 48.2117634, 11.5461115 48.2117634, 11.5461115 48.2117622, 11.5461114 48.2116885, 11.5463803 48.2116884))",43,,,,,,,,,,,,,,,,,,,gray,,residential,"[2508392987, 2508392991, 2508392994, 2508392993, 2508392992, 2508392988, 2508392987]",2,,gabled,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,243430530,München,DE,80995,Langenpreisinger Straße,"POLYGON ((11.5467554 48.2119032, 11.5467559 48.2119703, 11.5469352 48.2119698, 11.5469348 48.2119026, 11.5467554 48.2119032))",44,,,,,,,,,,,,,,,,,,,gray,,residential,"[2508393000, 2508393005, 2508393004, 2508392999, 2508393000]",1,,gabled,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,243447198,,,,,"POLYGON ((11.5816163 48.1572689, 11.5818035 48.1572548, 11.5817821 48.1571278, 11.5815949 48.1571419, 11.5816163 48.1572689))",,,,,,,,,,,,,,,,,,,,,,residential,"[2508528434, 999742778, 2508528436, 2508528437, 2508528434]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,243560473,München,DE,80995,Rambertweg,"POLYGON ((11.5455995 48.2114466, 11.5456033 48.2115383, 11.5455542 48.2115391, 11.5455545 48.2115453, 11.5454848 48.2115466, 11.5454845 48.2115404, 11.5454242 48.2115415, 11.5454204 48.2114499, 11.5454331 48.2114496, 11.5454313 48.2114035, 11.5455088 48.2114021, 11.5455106 48.2114482, 11.5455995 48.2114466))",7,,,,,,,,,,,,,,,,,,,red,,residential,"[2509503512, 2509503537, 2509503539, 2509503542, 2509503544, 2509503540, 2509503541, 2509503517, 2509503516, 2509503505, 2509503504, 2509503514, 2509503512]",2,,gabled,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,243594321,München,DE,80995,Schmidhuberstraße,"POLYGON ((11.5443153 48.2112405, 11.5443307 48.2113223, 11.5444753 48.2113101, 11.5444599 48.2112283, 11.5443153 48.2112405))",4,,,,,,,,,,,,,,,,,,,maroon,,residential,"[2509807013, 2509807017, 2509807016, 2509807012, 2509807013]",4,,gabled,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,243594327,München,DE,80995,Jakob-Sturm-Weg,"POLYGON ((11.5460171 48.2104603, 11.5458769 48.2104629, 11.5458771 48.2104658, 11.5458683 48.2104659, 11.54587 48.2105087, 11.5458849 48.2105084, 11.5458865 48.210549, 11.5458868 48.2105556, 11.5458747 48.2105558, 11.5458764 48.2105982, 11.5458886 48.2105979, 11.5458888 48.2106044, 11.5458967 48.2106043, 11.5459173 48.2106039, 11.5460484 48.2106015, 11.5460468 48.2105627, 11.5460362 48.2105629, 11.5460354 48.2105422, 11.5460556 48.2105418, 11.5460545 48.2105154, 11.5460315 48.2105158, 11.546031 48.2105045, 11.5460306 48.2104939, 11.5460416 48.2104937, 11.5460402 48.2104598, 11.5460171 48.2104603))",24,,,,,,,,,,,,,,,,,,,,,residential,"[2509806941, 2509806942, 2509806944, 2509806945, 2509806953, 2509806952, 2509806959, 2509806962, 2509806963, 2509806969, 2509806968, 2509806971, 1584960850, 1584960922, 2509806970, 2509806965, 2509806966, 2509806957, 2509806956, 2509806954, 2509806955, 2509806950, 2509806948, 2509806947, 2509806940, 2509806941]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,243594328,München,DE,80995,Jakob-Sturm-Weg,"POLYGON ((11.5460111 48.2103153, 11.5458485 48.2103183, 11.5458488 48.2103243, 11.5458372 48.2103245, 11.5458389 48.2103657, 11.5458505 48.2103655, 11.5458521 48.2104045, 11.5458525 48.2104154, 11.545841 48.2104156, 11.5458427 48.2104572, 11.5458543 48.210457, 11.5458545 48.2104633, 11.5458769 48.2104629, 11.5460171 48.2104603, 11.5460155 48.2104214, 11.5460026 48.2104216, 11.5460017 48.2104, 11.5460458 48.2103991, 11.5460447 48.2103724, 11.5460006 48.2103732, 11.546 48.2103596, 11.5459997 48.2103522, 11.5460126 48.2103519, 11.5460111 48.2103153))",26,,,,,,,,,,,,,,,,,,,,,residential,"[2509806916, 2509806917, 2509806918, 2509806919, 2509806925, 2509806924, 2509806932, 2509806934, 2509806935, 2509806939, 2509806938, 2509806943, 2509806942, 2509806941, 2509806936, 2509806937, 2509806930, 2509806929, 2509806926, 2509806927, 2509806923, 2509806921, 2509806920, 2509806916]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,243594329,München,DE,80995,Jakob-Sturm-Weg,"POLYGON ((11.5458485 48.2103183, 11.5460111 48.2103153, 11.5460095 48.2102764, 11.5459966 48.2102767, 11.5459957 48.2102563, 11.5460397 48.2102555, 11.5460386 48.2102291, 11.5459916 48.2102299, 11.5459911 48.2102169, 11.5459907 48.210208, 11.5460017 48.2102078, 11.5460003 48.2101733, 11.5458528 48.2101761, 11.545837 48.2101764, 11.5458372 48.2101799, 11.5458284 48.21018, 11.5458302 48.2102228, 11.5458445 48.2102225, 11.5458461 48.2102592, 11.5458465 48.2102693, 11.5458349 48.2102695, 11.5458367 48.2103119, 11.5458482 48.2103116, 11.5458485 48.2103183))",28,,,,,,,,,,,,,,,,,,,,,residential,"[2509806917, 2509806916, 2509806912, 2509806913, 2509806906, 2509806905, 2509806903, 2509806904, 2509806899, 2509806897, 2509806896, 2509806891, 2509806892, 2509806893, 2509806894, 2509806895, 2509806902, 2509806901, 2509806908, 2509806910, 2509806911, 2509806915, 2509806914, 2509806917]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,243594331,München,DE,80995,Jakob-Sturm-Weg,"POLYGON ((11.5458462 48.2100293, 11.5458465 48.2100351, 11.5458343 48.2100353, 11.5458361 48.2100786, 11.5458485 48.2100783, 11.5458501 48.2101165, 11.5458505 48.2101264, 11.5458384 48.2101267, 11.5458401 48.2101693, 11.5458525 48.2101691, 11.5458528 48.2101761, 11.5460003 48.2101733, 11.5460142 48.2101731, 11.5460127 48.2101349, 11.5460003 48.2101351, 11.5459994 48.2101132, 11.5460451 48.2101123, 11.546044 48.2100855, 11.5459982 48.2100863, 11.5459976 48.2100716, 11.5459972 48.2100636, 11.5460093 48.2100634, 11.5460077 48.2100263, 11.5458462 48.2100293))",30,,,,,,,,,,,,,,,,,,,,,residential,"[2509806867, 2509806868, 2509806869, 2509806875, 2509806874, 2509806882, 2509806884, 2509806885, 2509806889, 2509806888, 2509806892, 2509806891, 2509806890, 2509806886, 2509806887, 2509806880, 2509806879, 2509806876, 2509806877, 2509806873, 2509806871, 2509806870, 2509806866, 2509806867]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,243594334,München,DE,80995,Jakob-Sturm-Weg,"POLYGON ((11.5460077 48.2100263, 11.5460062 48.2099893, 11.5459938 48.2099895, 11.5459929 48.2099672, 11.5460395 48.2099663, 11.5460384 48.2099395, 11.5459916 48.2099403, 11.5459911 48.2099283, 11.5459907 48.2099179, 11.5460028 48.2099177, 11.5460012 48.2098798, 11.5459851 48.2098801, 11.5458397 48.2098828, 11.54584 48.2098898, 11.5458278 48.20989, 11.5458295 48.2099318, 11.5458419 48.2099316, 11.5458436 48.209972, 11.5458439 48.2099797, 11.5458318 48.2099799, 11.5458336 48.2100235, 11.545846 48.2100233, 11.5458462 48.2100293, 11.5460077 48.2100263))",32,,,,,,,,,,,,,,,,,,,,,residential,"[2509806866, 2509806861, 2509806862, 2509806855, 2509806854, 2509806851, 2509806852, 2509806848, 2509806846, 2509806845, 2509806840, 2509806841, 2509806842, 2509806843, 2509806844, 2509806850, 2509806849, 2509806857, 2509806859, 2509806860, 2509806865, 2509806864, 2509806867, 2509806866]",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,243594335,München,DE,80995,Jakob-Sturm-Weg,"POLYGON ((11.5459851 48.2098801, 11.5459826 48.2098209, 11.5459653 48.2098213, 11.5459636 48.2097802, 11.5460213 48.2097792, 11.5460217 48.2097893, 11.5460791 48.2097883, 11.5460751 48.2096928, 11.546062 48.2096931, 11.5460617 48.209685, 11.5459815 48.2096865, 11.5459821 48.2097015, 11.5459787 48.2097015, 11.5459793 48.2097165, 11.5459481 48.2097171, 11.5459431 48.2097173, 11.5459274 48.2097175, 11.545925 48.2096592, 11.5457897 48.2096617, 11.5457903 48.2096754, 11.5457764 48.2096756, 11.5457786 48.2097286, 11.5457844 48.2097285, 11.5457848 48.2097382, 11.5457639 48.2097386, 11.5457659 48.2097856, 11.5457813 48.2097853, 11.5457817 48.2097963, 11.5458238 48.2097955, 11.5458271 48.2098757, 11.5458394 48.2098755, 11.5458397 48.2098828, 11.5459851 48.2098801))",34,,,,,,,,,,,,,,,,,,,,,residential,"[2509806841, 2509806834, 2509806835, 2509806826, 2509806825, 2509806831, 2509806830, 2509806813, 2509806814, 2509806811, 2509806812, 2509806816, 2509806815, 2509806817, 2509806818, 3181926339, 2509806819, 2509806807, 2509806808, 2509806809, 2509806810, 2509806822, 2509806821, 2509806823, 2509806824, 2509806829, 2509806828, 2509806833, 2509806832, 2509806839, 2509806838, 2509806842, 2509806841]",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,243641143,,,,,"POLYGON ((11.5806004 48.1584626, 11.5806147 48.158557, 11.5806327 48.1586765, 11.5809813 48.1586532, 11.580968 48.1585332, 11.5808127 48.1585404, 11.5808032 48.1584514, 11.5806004 48.1584626))",,,,,,,,,,,,,,,,,,,,darkgrey,,residential,"[429757017, 2510212556, 2510212553, 429757027, 429757026, 2510212554, 2510212555, 429757017]",7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,243666789,,,,,"POLYGON ((11.5843151 48.1596932, 11.5843763 48.1598217, 11.5844769 48.1598006, 11.5844148 48.1596728, 11.5843151 48.1596932))",,,,,,,,,,,,,,,,,,,,,,residential,"[1279152572, 1279152809, 1313467075, 2510456076, 1279152572]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,243674314,München,DE,80995,Richardstraße,"POLYGON ((11.5447108 48.2118249, 11.5447064 48.2117522, 11.5444001 48.2117605, 11.5444045 48.2118332, 11.5447108 48.2118249))",2,,,,,,,,,,,,,,,,,,,maroon,,residential,"[2510518514, 2510518510, 2510518511, 2510518515, 2510518514]",2,,gabled,,,,,moccasin,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,243674315,München,DE,80995,Richardstraße,"POLYGON ((11.5441416 48.2119269, 11.5440089 48.2119319, 11.5440171 48.2120291, 11.5440774 48.2120268, 11.544135 48.2120247, 11.5441498 48.2120241, 11.5441416 48.2119269))",3,,,,,,,,,,,,,,,,,,,maroon,,residential,"[2510518524, 2510518525, 2510518533, 2510518532, 2510518531, 2510518530, 2510518524]",2,,gabled,,,,,white,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,243674316,München,DE,80995,Richardstraße,"POLYGON ((11.5445984 48.2119396, 11.5446038 48.2120276, 11.5444557 48.2120317, 11.5444503 48.2119436, 11.5445984 48.2119396))",4,,,,,,,,,,,,,,,,,,,red,,residential,"[2510518526, 2510518528, 2510518529, 2510518527, 2510518526]",1,,gabled,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,243674318,München,DE,80995,Richardstraße,"POLYGON ((11.5446355 48.2121992, 11.5446349 48.2121889, 11.5446294 48.2120919, 11.5444629 48.2120961, 11.5444689 48.2122034, 11.5445586 48.2122011, 11.5446355 48.2121992))",6,,,,,,,,,,,,,,,,,,,maroon,,residential,"[2510518542, 5042043413, 2510518538, 2510518539, 2510518543, 5042043412, 2510518542]",2,,gabled,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,243674319,München,DE,80995,Richardstraße,"POLYGON ((11.5442123 48.2122703, 11.5441254 48.2122729, 11.5441258 48.2122792, 11.5440163 48.2122826, 11.5440236 48.2123874, 11.544133 48.2123841, 11.5441333 48.212388, 11.5442202 48.2123853, 11.5442123 48.2122703))",7,,,,,,,,,,,,,,,,,,,,,residential,"[2510518556, 2510518558, 2510518560, 2510518561, 2510518564, 2510518562, 2510518565, 2510518563, 2510518556]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,243676645,,,,,"POLYGON ((11.5763341 48.1586608, 11.5765322 48.1586517, 11.5765164 48.1585224, 11.5763163 48.1585358, 11.5763341 48.1586608))",,,,,,,,,,,,,,,,,,,,,,residential,"[2510546545, 2510546547, 2510546548, 2510546550, 2510546545]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,243700610,München,DE,80995,Richardstraße,"POLYGON ((11.5442458 48.2126348, 11.5442518 48.2127346, 11.5440717 48.2127394, 11.5440657 48.2126396, 11.5442458 48.2126348))",11,,,,,,,,,,,,,,,,,,,gray,,residential,"[2510743642, 2510743648, 2510743649, 2510743643, 2510743642]",1,,half-hipped,,,,,lavender,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,243700612,München,DE,80995,Richardstraße,"POLYGON ((11.544171 48.2128234, 11.5441799 48.2129117, 11.5442872 48.2129069, 11.5442783 48.2128186, 11.544171 48.2128234))",13,,,,,,,,,,,,,,,,,,,maroon,,residential,"[2510743654, 2510743658, 2510743657, 2510743652, 2510743654]",1,,gabled,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,243700613,München,DE,80995,Richardstraße,"POLYGON ((11.5445371 48.212892, 11.5445322 48.2128148, 11.5446708 48.2128109, 11.5446757 48.212888, 11.5445371 48.212892))",14,,,,,,,,,,,,,,,,,,,gray,,residential,"[2510743656, 2510743651, 2510743650, 2510743655, 2510743656]",2,,gabled,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,243749950,München,DE,80995,Franz-Kötterl-Straße,"POLYGON ((11.5451616 48.2132541, 11.545047 48.2132572, 11.5450537 48.2133682, 11.5451355 48.2133659, 11.5451684 48.2133651, 11.5451658 48.2133223, 11.5451616 48.2132541))",12,,,,,,,,,,,,,,,,,,,maroon,,residential,"[2511222520, 2511222522, 2511222561, 2511222559, 2511222558, 2511222545, 2511222520]",,,gabled,,,,,,,,,45,,,,,,,,,,,,,,,across,,,,,,,,,,,,,,,,,,,,,,
way,243749952,München,DE,80995,Franz-Kötterl-Straße,"POLYGON ((11.545047 48.2132572, 11.5449324 48.2132603, 11.5449361 48.2133222, 11.5449391 48.2133713, 11.5449722 48.2133704, 11.5450537 48.2133682, 11.545047 48.2132572))",12a,,,,,,,,,,,,,,,,,,,maroon,,residential,"[2511222522, 2511222523, 2511222544, 2511222564, 2511222563, 2511222561, 2511222522]",,,gabled,,,,,,,,,45,,,,,,,,,,,,,,,across,,,,,,,,,,,,,,,,,,,,,,
