element_type,osmid,access,amenity,fee,parking,geometry,created_by,capacity,capacity:disabled,capacity:parent,maxheight,name,opening_hours,operator,wheelchair,source,noexit,barrier,charge,layer,maxstay,capacity:women,operator:wikidata,operator:wikipedia,bicycle,foot,note,motorcar,park_ride,description,operator:type,surface,addr:street,addr:city,addr:country,addr:housenumber,addr:postcode,survey:date,covered,capacity:wheelchair,designation,highway,capacity:car,capacity:motorcycle,alt_name,traffic_sign,website,hgv,access:conditional,parking:orientation,nodes,supervised,building,building:facade:colour,building:levels,building:levels:underground,building:material,building:max_level,building:min_level,roof:colour,roof:levels,roof:shape,name:etymology:wikidata,toll,capacity:long,source:maxheight,lit,smoothness,source:position,height,check_date:opening_hours,toilets:wheelchair,landuse,location,nohousenumber,ref,unimainz:buildingId,capacity:charging,fixme,bridge,check_date:fee,tourist_bus,FIXME,orientation,parking:condition,ways,type
way,1024497445,,parking,,lane,"POLYGON ((8.2845447 49.9633505, 8.2846154 49.9633608, 8.2846218 49.9633438, 8.2845517 49.9633336, 8.2845447 49.9633505))",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9446982678, 9446982679, 9446982680, 9446982681, 9446982678]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1027523868,private,parking,no,surface,"POLYGON ((8.262845 49.989407, 8.2630317 49.9895815, 8.2632335 49.9894948, 8.2631751 49.9894398, 8.2630499 49.9893217, 8.262845 49.989407))",,,,,,Lehrerparkplatz Gutenberg Gymnasium,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,"[9472737141, 9472737158, 718489351, 10024296626, 9472737150, 9472737141]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1028233369,private,parking,,surface,"POLYGON ((8.2569103 50.0041289, 8.2567882 50.0039708, 8.2567805 50.0039526, 8.256923 50.0038869, 8.2570375 50.0038342, 8.2571483 50.0038696, 8.2569831 50.0040496, 8.2569552 50.0040799, 8.2569103 50.0041289))",,16,,,,,,book-n-drive,,,,,,,,,,,,,,,,,business,,,,,,,,,,,,,,,,,,,,"[2455169676, 2455169655, 9478069692, 9478069703, 9478069693, 9478069694, 9478069696, 9478069695, 2455169676]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1029006664,customers,parking,no,surface,"POLYGON ((8.3104403 49.9530407, 8.3105651 49.9530369, 8.3105651 49.9530869, 8.3106019 49.9531319, 8.310454 49.9531798, 8.3103535 49.9531843, 8.3103474 49.9531211, 8.3103448 49.9530942, 8.3104436 49.9530915, 8.3104403 49.9530407))",,6,,,,,,Zahnzentrum Messerschmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3149355421, 9487049898, 9487049899, 9487049900, 2384158639, 9487049901, 9487049903, 3149355424, 3149355423, 3149355421]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1030288276,private,parking,,street_side,"POLYGON ((8.3162368 49.9614452, 8.3164133 49.961369, 8.3165136 49.9614651, 8.3163371 49.9615413, 8.3162368 49.9614452))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9497381948, 9497381954, 9497381953, 9497381955, 9497381948]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1032844287,private,parking,,,"POLYGON ((8.2695935 49.9577701, 8.2695087 49.9577271, 8.2695055 49.9576688, 8.2694298 49.9576304, 8.2695198 49.9575571, 8.2697262 49.957662, 8.2695935 49.9577701))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9516069470, 9516069471, 9516069475, 9516069472, 9516069473, 9516069474, 9516069470]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1032844288,private,parking,,,"POLYGON ((8.2693398 49.9576437, 8.269173 49.9575516, 8.2692915 49.9574627, 8.2693004 49.9573972, 8.2694965 49.9574082, 8.2694789 49.9575394, 8.2693398 49.9576437))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9516069476, 9516069477, 9516069478, 9516069479, 9516069480, 9516069481, 9516069476]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1033949434,,parking,,street_side,"POLYGON ((8.275587 49.9565529, 8.2755288 49.9565246, 8.2756077 49.9564505, 8.2756886 49.9563477, 8.2757474 49.9562379, 8.2757876 49.9561168, 8.275796 49.9560094, 8.2757746 49.9558013, 8.2758445 49.9557943, 8.2758736 49.9560082, 8.2758619 49.9561276, 8.2758212 49.9562499, 8.2757565 49.9563702, 8.2756685 49.9564817, 8.275587 49.9565529))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9525294578, 9525294579, 9525294580, 9525294581, 9525294582, 9525294583, 9525294584, 9525294585, 9525294586, 9525294587, 9525294588, 9525294589, 9525294590, 9525294591, 9525294578]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1033949435,,parking,,street_side,"POLYGON ((8.2757617 49.9557214, 8.2758277 49.955716, 8.2758186 49.9556299, 8.275752 49.9556315, 8.2757617 49.9557214))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9525294592, 9525294593, 9525294594, 9525294595, 9525294592]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1034091881,,parking,,street_side,"POLYGON ((8.2533831 50.0084099, 8.2533006 50.0083437, 8.2533241 50.0083316, 8.2534066 50.0083977, 8.2533831 50.0084099))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE:286,1012-30,1042-31[Mo-Sa 08:00-17:00]",,,delivery @ (Mo-Sa 08:00-17:00),parallel,"[9526351632, 9526351631, 9526351630, 9526351629, 9526351632]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1034103000,yes,parking,no,street_side,"POLYGON ((8.2478084 50.001676, 8.2478041 50.0017106, 8.2476644 50.0017035, 8.2476686 50.001669, 8.2478084 50.001676))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perpendicular,"[9526527691, 9526527690, 9526527689, 9526527688, 9526527691]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1034103001,yes,parking,no,street_side,"POLYGON ((8.2479975 50.0016881, 8.2479932 50.0017226, 8.2478535 50.0017156, 8.2478577 50.0016811, 8.2479975 50.0016881))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perpendicular,"[9526527695, 9526527694, 9526527693, 9526527692, 9526527695]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1034103002,yes,parking,no,street_side,"POLYGON ((8.2481731 50.0016993, 8.2481689 50.0017338, 8.2480292 50.0017268, 8.2480334 50.0016923, 8.2481731 50.0016993))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perpendicular,"[9526527699, 9526527698, 9526527697, 9526527696, 9526527699]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1034103003,yes,parking,no,street_side,"POLYGON ((8.2483287 50.0017079, 8.2483245 50.0017425, 8.2481848 50.0017354, 8.248189 50.0017009, 8.2483287 50.0017079))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perpendicular,"[9526527703, 9526527702, 9526527701, 9526527700, 9526527703]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1034103004,yes,parking,no,street_side,"POLYGON ((8.2484923 50.00172, 8.2484881 50.0017545, 8.2483484 50.0017475, 8.2483526 50.001713, 8.2484923 50.00172))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perpendicular,"[9526527707, 9526527706, 9526527705, 9526527704, 9526527707]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1034103005,yes,parking,no,street_side,"POLYGON ((8.2486948 50.0017321, 8.2486906 50.0017666, 8.2485509 50.0017595, 8.2485551 50.001725, 8.2486948 50.0017321))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perpendicular,"[9526527711, 9526527710, 9526527709, 9526527708, 9526527711]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1034103006,yes,parking,no,street_side,"POLYGON ((8.2497275 50.0017924, 8.2497225 50.0018282, 8.2496398 50.0018234, 8.2496448 50.0017876, 8.2497275 50.0017924))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perpendicular,"[9526527715, 9526527714, 9526527713, 9526527712, 9526527715]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,
way,1034103007,yes,parking,no,street_side,"POLYGON ((8.2495786 50.0017855, 8.2495744 50.00182, 8.2494347 50.001813, 8.2494389 50.0017785, 8.2495786 50.0017855))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perpendicular,"[9526563819, 9526563818, 9526563817, 9526527716, 9526563819]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,
way,1034103008,yes,parking,no,street_side,"POLYGON ((8.2513729 50.0018047, 8.2513675 50.001838, 8.2511648 50.0018244, 8.2511703 50.0017911, 8.2513729 50.0018047))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perpendicular,"[9526563823, 9526563822, 9526563821, 9526563820, 9526563823]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,
way,1034103009,yes,parking,no,street_side,"POLYGON ((8.2509386 50.0017708, 8.2509335 50.0018066, 8.2508508 50.0018018, 8.2508559 50.001766, 8.2509386 50.0017708))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perpendicular,"[9526563827, 9526563826, 9526563825, 9526563824, 9526563827]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,
way,1034103010,yes,parking,no,street_side,"POLYGON ((8.2507736 50.0017596, 8.2507686 50.0017954, 8.2506859 50.0017906, 8.2506909 50.0017548, 8.2507736 50.0017596))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perpendicular,"[9526563831, 9526563830, 9526563829, 9526563828, 9526563831]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,
way,1034103011,yes,parking,no,street_side,"POLYGON ((8.251125 50.0018829, 8.2511199 50.0019187, 8.2510372 50.0019139, 8.2510423 50.0018781, 8.251125 50.0018829))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perpendicular,"[9526563835, 9526563834, 9526563833, 9526563832, 9526563835]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,
way,1034103012,yes,parking,no,street_side,"POLYGON ((8.2509278 50.0018656, 8.2509228 50.0019015, 8.2508401 50.0018967, 8.2508451 50.0018608, 8.2509278 50.0018656))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perpendicular,"[9526563839, 9526563838, 9526563837, 9526563836, 9526563839]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,
way,1034103013,yes,parking,no,street_side,"POLYGON ((8.2505067 50.0017517, 8.2505015 50.0017864, 8.2502614 50.0017714, 8.2502667 50.0017367, 8.2505067 50.0017517))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perpendicular,"[9526563843, 9526563842, 9526563841, 9526563840, 9526563843]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,
way,1034103014,yes,parking,no,street_side,"POLYGON ((8.2501808 50.0017252, 8.2501766 50.0017597, 8.2500368 50.0017526, 8.2500411 50.0017181, 8.2501808 50.0017252))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perpendicular,"[9526563848, 9526563847, 9526563846, 9526563845, 9526563848]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,
way,1034103015,yes,parking,no,street_side,"POLYGON ((8.2505737 50.001851, 8.2505695 50.0018855, 8.2504298 50.0018785, 8.250434 50.001844, 8.2505737 50.001851))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perpendicular,"[9526563852, 9526563851, 9526563850, 9526563849, 9526563852]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,
way,1034103016,yes,parking,no,street_side,"POLYGON ((8.2501885 50.0018262, 8.2501835 50.001862, 8.2501008 50.0018572, 8.2501059 50.0018214, 8.2501885 50.0018262))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perpendicular,"[9526563856, 9526563855, 9526563854, 9526563853, 9526563856]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,
way,1034103017,yes,parking,no,street_side,"POLYGON ((8.2500443 50.0018176, 8.2500401 50.0018521, 8.2499004 50.0018451, 8.2499046 50.0018106, 8.2500443 50.0018176))",,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perpendicular,"[9526563860, 9526563859, 9526563858, 9526563857, 9526563860]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,
way,1034110249,yes,parking,no,surface,"POLYGON ((8.2527538 50.0020351, 8.2527648 50.0019697, 8.2516079 50.0018893, 8.2515969 50.0019547, 8.2527538 50.0020351))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9526622825, 9526622824, 9526622823, 9526622822, 9526622825]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1034131772,yes,parking,no,street_side,"POLYGON ((8.2524481 49.9985705, 8.2497401 49.998409, 8.2497356 49.99844, 8.2524436 49.9986016, 8.2524481 49.9985705))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parallel,"[9526832468, 9526832467, 9526832466, 9526832465, 9526832468]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1034397952,,parking,,street_side,"POLYGON ((8.2537183 50.0076086, 8.2537375 50.007619, 8.2536189 50.0077095, 8.2535998 50.0076992, 8.2537183 50.0076086))",,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE:286,1012-30,1042-31[Mo-Sa 08:00-17:00]",,,delivery @ (Mo-Sa 08:00-17:00),parallel,"[9529148320, 9529148319, 9529148318, 9529148317, 9529148320]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1034397953,,parking,,street_side,"POLYGON ((8.2541864 50.0072327, 8.2541661 50.0072227, 8.2542598 50.0071442, 8.2542801 50.0071542, 8.2541864 50.0072327))",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE:286,1012-30,1042-31[Mo-Sa 08:00-17:00]",,,delivery @ (Mo-Sa 08:00-17:00),parallel,"[9529148324, 9529148323, 9529148322, 9529148321, 9529148324]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1034397954,,parking,,street_side,"POLYGON ((8.2544079 50.0070468, 8.2543864 50.007036, 8.2544891 50.0069513, 8.2545106 50.006962, 8.2544079 50.0070468))",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE:286,1012-30,1042-33[Mo-Sa 06:00-19:00],1042-33[Su 07:00-14:00]",,,delivery @ (Mo-Sa 06:00-19:00 AND Su 07:00-14:00),parallel,"[9529148329, 9529148328, 9529148327, 9529148326, 9529148329]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1034397955,,parking,,street_side,"POLYGON ((8.258586 50.0046898, 8.2586134 50.0046795, 8.2587017 50.0047771, 8.2586743 50.0047874, 8.258586 50.0046898))",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE:286,1012-30,1042-31[Mo-Sa 08:00-19:00]",,,delivery @ (Mo-Sa 08:00-19:00),parallel,"[9529148337, 9529148336, 9529148335, 9529148334, 9529148337]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1034403733,,parking,,street_side,"POLYGON ((8.2506257 50.0117304, 8.2507571 50.0116708, 8.2507739 50.0116861, 8.2506425 50.0117457, 8.2506257 50.0117304))",,2,,,,,,,,,,,,,,,,,,,"Es gibt hier noch ein informatives Zussatzzeichen ""Bringen + Holen""",,,,,,,,,,,,,,,,,,,"DE:286,1042-31[Mo-Fr 07:00-17:00]",,,delivery @ (Mo-Fr 07:00-17:00),parallel,"[9529155912, 9529155911, 9529155910, 9529155909, 9529155912]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1035186061,,parking,,street_side,"POLYGON ((8.2619737 50.0036865, 8.2619597 50.0036721, 8.2618487 50.0037164, 8.2618627 50.0037309, 8.2619737 50.0036865))",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE:286,1012-30",,,delivery @ (Mo-Su 00:00-24:00),parallel,"[9535510926, 9535510925, 9535510924, 9535510923, 9535510926]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1035186062,,parking,,lane,"POLYGON ((8.2632322 50.0014484, 8.2633361 50.001557, 8.2633606 50.0015473, 8.2632567 50.0014387, 8.2632322 50.0014484))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9535510930, 9535510929, 9535510928, 9535510927, 9535510930]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1035186063,,parking,,lane,"POLYGON ((8.2636915 50.0020682, 8.2636787 50.0020498, 8.2634976 50.0021019, 8.2635105 50.0021203, 8.2636915 50.0020682))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9535510933, 9535510931, 9535510932, 9535510937, 9535510933]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1035186064,,parking,,lane,"POLYGON ((8.2635105 50.0021203, 8.2634975 50.002102, 8.263175 50.0021959, 8.2631879 50.0022143, 8.2635105 50.0021203))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9535510937, 9535510934, 9535510935, 9535510936, 9535510937]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1035186065,,parking,,lane,"POLYGON ((8.2627621 50.0023337, 8.2628185 50.0023182, 8.2628079 50.0023024, 8.2627516 50.0023179, 8.2627621 50.0023337))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9535510941, 9535510940, 9535510939, 9535510938, 9535510941]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1035186066,,parking,,lane,"POLYGON ((8.2627118 50.0023475, 8.2627007 50.0023315, 8.2624211 50.0024121, 8.2624322 50.0024281, 8.2627118 50.0023475))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9535510945, 9535510942, 9535510943, 9535510944, 9535510945]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1035186067,,parking,,lane,"POLYGON ((8.2626817 50.0023906, 8.2624543 50.0024561, 8.2624671 50.0024743, 8.2626944 50.0024088, 8.2626817 50.0023906))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9535510949, 9535510948, 9535510947, 9535510946, 9535510949]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1035186068,,parking,,lane,"POLYGON ((8.2632523 50.0022281, 8.2630277 50.0022927, 8.2630396 50.0023099, 8.2632643 50.0022453, 8.2632523 50.0022281))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9535510953, 9535510952, 9535510951, 9535510950, 9535510953]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1035186069,,parking,,lane,"POLYGON ((8.2628245 50.0023505, 8.2627363 50.0023754, 8.2627482 50.0023927, 8.2628363 50.0023679, 8.2628245 50.0023505))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9535510959, 9535510954, 9535510955, 9535510956, 9535510959]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1035186070,,parking,,lane,"POLYGON ((8.2628245 50.0023505, 8.2628363 50.0023679, 8.262957 50.0023338, 8.2629452 50.0023165, 8.2628245 50.0023505))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9535510959, 9535510956, 9535510957, 9535510958, 9535510959]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1035186071,,parking,,lane,"POLYGON ((8.2633891 50.0021906, 8.2633164 50.002211, 8.2633271 50.0022266, 8.2633997 50.0022063, 8.2633891 50.0021906))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9535510963, 9535510962, 9535510961, 9535510960, 9535510963]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1035186072,,parking,,lane,"POLYGON ((8.2635641 50.0021415, 8.2635755 50.0021574, 8.2637322 50.0021112, 8.2637208 50.0020953, 8.2635641 50.0021415))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9535510967, 9535510964, 9535510965, 9535510966, 9535510967]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1035186073,,parking,,lane,"POLYGON ((8.2635487 50.0021449, 8.2634739 50.0021669, 8.2634847 50.002182, 8.2635595 50.0021601, 8.2635487 50.0021449))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9535510971, 9535510970, 9535510969, 9535510968, 9535510971]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1035186074,,parking,,lane,"POLYGON ((8.2639564 50.0028173, 8.2642662 50.0026996, 8.2642539 50.0026863, 8.2639441 50.0028039, 8.2639564 50.0028173))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9535510975, 9535510974, 9535510973, 9535510972, 9535510975]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1035186075,,parking,,lane,"POLYGON ((8.2637686 50.0028897, 8.263837 50.0028638, 8.2638246 50.0028502, 8.2637562 50.0028761, 8.2637686 50.0028897))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9535510979, 9535510978, 9535510977, 9535510976, 9535510979]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1035186076,,parking,,lane,"POLYGON ((8.2635319 50.0029806, 8.2636996 50.0029168, 8.2636886 50.0029049, 8.2635209 50.0029687, 8.2635319 50.0029806))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9535510983, 9535510982, 9535510981, 9535510980, 9535510983]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1035186077,,parking,,lane,"POLYGON ((8.2633817 50.0030379, 8.2634612 50.0030073, 8.2634492 50.0029944, 8.2633697 50.003025, 8.2633817 50.0030379))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9535510989, 9535510984, 9535510985, 9535510986, 9535510989]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1035186078,,parking,,lane,"POLYGON ((8.2633817 50.0030379, 8.2633697 50.003025, 8.2631873 50.0030953, 8.2631993 50.0031082, 8.2633817 50.0030379))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9535510989, 9535510986, 9535510987, 9535510988, 9535510989]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1035186079,,parking,,lane,"POLYGON ((8.2632094 50.003169, 8.2632224 50.0031827, 8.2635248 50.0030637, 8.2635118 50.00305, 8.2632094 50.003169))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9535510993, 9535510990, 9535510991, 9535510992, 9535510993]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1035186080,,parking,,lane,"POLYGON ((8.2637532 50.0029578, 8.2636399 50.003003, 8.2636517 50.0030152, 8.263765 50.00297, 8.2637532 50.0029578))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9535510997, 9535510996, 9535510995, 9535510994, 9535510997]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1035186081,,parking,,lane,"POLYGON ((8.2639376 50.0028862, 8.2638142 50.0029354, 8.2638267 50.0029483, 8.26395 50.0028991, 8.2639376 50.0028862))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9535511001, 9535511000, 9535510999, 9535510998, 9535511001]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1035186082,,parking,,lane,"POLYGON ((8.2641388 50.0028108, 8.26401 50.0028604, 8.264024 50.0028753, 8.2641527 50.0028258, 8.2641388 50.0028108))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9535511005, 9535511004, 9535511003, 9535511002, 9535511005]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1035186083,,parking,,lane,"POLYGON ((8.2641991 50.002788, 8.2642121 50.0028018, 8.2643516 50.002748, 8.2643386 50.0027341, 8.2641991 50.002788))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9535511009, 9535511006, 9535511007, 9535511008, 9535511009]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1035186084,,parking,,lane,"POLYGON ((8.2644466 50.0027052, 8.2646665 50.0029375, 8.2646908 50.002928, 8.2644709 50.0026957, 8.2644466 50.0027052))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9535511013, 9535511012, 9535511011, 9535511010, 9535511013]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1035186085,,parking,,lane,"POLYGON ((8.2647905 50.0030617, 8.2648087 50.0030545, 8.2647363 50.0029786, 8.2647181 50.0029858, 8.2647905 50.0030617))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9535610117, 9535511014, 9535511015, 9535511016, 9535610117]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1035186086,,parking,,lane,"POLYGON ((8.2649609 50.0032379, 8.264983 50.0032289, 8.2648529 50.0030974, 8.2648308 50.0031065, 8.2649609 50.0032379))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9535610121, 9535610118, 9535610119, 9535610120, 9535610121]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1035186087,,parking,,lane,"POLYGON ((8.2641629 50.0036435, 8.263605 50.0038629, 8.2636202 50.0038788, 8.2641781 50.0036594, 8.2641629 50.0036435))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9535610125, 9535610124, 9535610123, 9535610122, 9535610125]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
