u,v,key,osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,geometry,bridge,name,tunnel,service,junction,width,access,est_width
7642141817,7642141818,0,818291217,False,,,service,,False,16.801000000000002,"LINESTRING (8.2229429 50.0242227, 8.2230231 50.0242693, 8.2231094 50.0243292)",,,,,,,,
7642141818,7642141825,0,818291217,False,,,service,,False,145.133,"LINESTRING (8.2231094 50.0243292, 8.2232274 50.0244447, 8.2232891 50.0245808, 8.2233401 50.0247531, 8.2234098 50.0248772, 8.2235707 50.0250771, 8.2238282 50.0253235, 8.2240187 50.0254768)",,,,,,,,
7642141818,7642141817,0,818291217,False,,,service,,True,16.801000000000002,"LINESTRING (8.2231094 50.0243292, 8.2230231 50.0242693, 8.2229429 50.0242227)",,,,,,,,
7642141818,7642141829,0,818291218,False,,,service,,False,38.062999999999995,"LINESTRING (8.2231094 50.0243292, 8.2232038 50.0243132, 8.2233231 50.024291, 8.2234151 50.024256, 8.2234467 50.0241848, 8.2234579 50.0241282)",,,,,,,,
7642141825,7642141818,0,818291217,False,,,service,,True,145.133,"LINESTRING (8.2240187 50.0254768, 8.2238282 50.0253235, 8.2235707 50.0250771, 8.2234098 50.0248772, 8.2233401 50.0247531, 8.2232891 50.0245808, 8.2232274 50.0244447, 8.2231094 50.0243292)",,,,,,,,
7642141829,1615008120,0,142732743,False,1,,tertiary,30,False,55.448,"LINESTRING (8.2234579 50.0241282, 8.2242102 50.0240055)",,Industriestraße,,,,,,
7642141829,7642141817,0,142732743,False,1,,tertiary,30,True,38.262,"LINESTRING (8.2234579 50.0241282, 8.2234106 50.0241369, 8.2229429 50.0242227)",,Industriestraße,,,,,,
7642141829,7642141818,0,818291218,False,,,service,,True,38.063,"LINESTRING (8.2234579 50.0241282, 8.2234467 50.0241848, 8.2234151 50.024256, 8.2233231 50.024291, 8.2232038 50.0243132, 8.2231094 50.0243292)",,,,,,,,
7655435629,6989635824,0,23591486,False,,,residential,,False,5.675,"LINESTRING (8.2284309 50.0147422, 8.2283581 50.0147218)",,An der Brunnenstube,,,,,,
7655435629,255465529,0,23591486,False,,,residential,,True,35.208,"LINESTRING (8.2284309 50.0147422, 8.2286584 50.0148059, 8.2288915 50.0148535)",,An der Brunnenstube,,,,,,
7655435629,7655435631,0,819757605,False,,,service,,False,46.494,"LINESTRING (8.2284309 50.0147422, 8.2281752 50.015059, 8.2282557 50.0150918)",,,,,,,,
7655435631,7655435629,0,819757605,False,,,service,,True,46.494,"LINESTRING (8.2282557 50.0150918, 8.2281752 50.015059, 8.2284309 50.0147422)",,,,,,,,
7658462057,2444605891,0,820159975,False,,,service,,False,8.129,"LINESTRING (8.28207 49.9945631, 8.2819686 49.99453)",,Am Winterhafen,,driveway,,,permissive,
7658462057,7658462058,0,820162311,False,,,service,,True,5.011,"LINESTRING (8.28207 49.9945631, 8.2821043 49.9945238)",,,,driveway,,,,
7658462057,26773471,0,820159975,False,,,service,,True,54.678000000000004,"LINESTRING (8.28207 49.9945631, 8.2821354 49.9945845, 8.2827518 49.994786)",,Am Winterhafen,,driveway,,,permissive,
7658462058,7658462057,0,820162311,False,,,service,,False,5.011,"LINESTRING (8.2821043 49.9945238, 8.28207 49.9945631)",,,,driveway,,,,
7673172399,663182,0,4859019,False,2,K 8,tertiary,30,False,82.907,"LINESTRING (8.2983794 49.9832116, 8.2984132 49.9832217, 8.2984614 49.9832343, 8.2985196 49.9832444, 8.2985783 49.9832502, 8.2986576 49.9832502, 8.2987248 49.9832466, 8.2988043 49.9832389, 8.2989547 49.9832182, 8.2991791 49.9831886, 8.2992701 49.98318, 8.2993879 49.9831676, 8.299517 49.9831638)",,Hohlstraße,,,,,,
7673172399,34470060,0,5076786,False,,,residential,30,False,65.644,"LINESTRING (8.2983794 49.9832116, 8.2983622 49.9832248, 8.2983273 49.983246, 8.298293 49.9832622, 8.298241 49.9832797, 8.2981742 49.983299, 8.2975282 49.9834104)",,Hohlstraße,,,,,,
7673172399,3950184710,0,31543737,False,2,K 8,tertiary,30,True,10.178,"LINESTRING (8.2983794 49.9832116, 8.2983383 49.9831975, 8.2982632 49.9831593)",,Heiligkreuzweg,,,,,,
7673172419,34580650,0,191567682,False,,,tertiary,30,True,96.276,"LINESTRING (8.2965294 49.9813515, 8.2966723 49.9812693, 8.2975193 49.9807646)",,Portlandstraße,,,,,,
7673172419,31272820,0,821783564,False,2,,tertiary,30,False,19.686999999999998,"LINESTRING (8.2965294 49.9813515, 8.2964595 49.9813908, 8.2964184 49.9814139, 8.2963222 49.9814681)",,Portlandstraße,,,,,,
7673172424,1921561487,0,31558426,False,2,K 8,tertiary,30,True,65.53,"LINESTRING (8.2962229 49.9812993, 8.2961549 49.9812033, 8.2961284 49.9811718, 8.2960692 49.9811011, 8.2959287 49.9809295, 8.2957883 49.980781)",,Heiligkreuzweg,,,,,,
7673172424,31272820,0,821783565,False,2,K 8,tertiary,30,False,20.067999999999998,"LINESTRING (8.2962229 49.9812993, 8.2962579 49.9813589, 8.296276 49.9813896, 8.2963222 49.9814681)",,Heiligkreuzweg,,,,,,
7673172424,7673172419,0,821783567,True,1,,tertiary_link,50,False,23.119000000000003,"LINESTRING (8.2962229 49.9812993, 8.2963851 49.9813428, 8.2964162 49.9813512, 8.2964369 49.981354, 8.296461 49.9813547, 8.2964855 49.9813536, 8.2965294 49.9813515)",,,,,,,,
7673172837,1182580628,0,83116078,False,,,service,,True,62.166,"LINESTRING (8.2880093 49.9874171, 8.2880453 49.987383, 8.2880765 49.9873452, 8.2880867 49.9873095, 8.2880845 49.9872649, 8.2880671 49.9872301, 8.2879861 49.9871112, 8.2879175 49.9870129, 8.2878914 49.9869807, 8.2878058 49.9869176)",,,,,,,,
7673209911,256397494,0,23678955,True,,,residential,30,False,114.621,"LINESTRING (8.2787092 49.990562, 8.2786894 49.990634, 8.2786841 49.9906603, 8.2786817 49.9906752, 8.2786797 49.9906948, 8.2786814 49.9907183, 8.2786837 49.9907353, 8.2786908 49.9907506, 8.2787048 49.9907718, 8.2787357 49.9908159, 8.2787738 49.9908622, 8.278988 49.9911203, 8.2791629 49.9913387, 8.2792621 49.9914396, 8.2793319 49.9914774)",,Auf der Steig,,,,,,
7673209911,256397496,0,148267148,False,2,,residential,30,True,124.515,"LINESTRING (8.2787092 49.990562, 8.2787508 49.9905676, 8.278789 49.9905676, 8.2788148 49.9905625, 8.2803031 49.9901288)",,Am Rosengarten,,,,,,
7673209911,529503,0,821787079,False,2,,residential,30,False,10.376000000000001,"LINESTRING (8.2787092 49.990562, 8.2786792 49.9905552, 8.2786375 49.9905388, 8.2785825 49.9905172)",,Am Rosengarten,,,,,,
7693311684,158651946,0,372848611,False,,,unclassified,50,True,41.268,"LINESTRING (8.2588227 49.9623594, 8.2582508 49.9624083)",,Carl-Zeiss-Straße,,,,9,,
7693311684,7565879471,0,372848611,False,,,unclassified,50,False,129.004,"LINESTRING (8.2588227 49.9623594, 8.2593739 49.9623122, 8.2602184 49.962243, 8.2606113 49.9622108)",,Carl-Zeiss-Straße,,,,9,,
7693311684,7693387704,0,824007307,False,,,service,,False,17.891,"LINESTRING (8.2588227 49.9623594, 8.2588513 49.9624885, 8.2588567 49.9625188)",,,,,,,,
7693387704,7693387704,0,824007307,False,,,service,,False,351.28000000000003,"LINESTRING (8.2588567 49.9625188, 8.258865 49.9625655, 8.2588375 49.9626085, 8.2587865 49.9626375, 8.2587138 49.9626539, 8.2586314 49.9626602, 8.2586039 49.9626766, 8.2585921 49.9627309, 8.2586923 49.9632411, 8.2587158 49.9632689, 8.2587727 49.9632828, 8.2588572 49.9632904, 8.2593715 49.96325, 8.2599977 49.963202, 8.2600684 49.9631679, 8.2599702 49.9625289, 8.2598897 49.9624544, 8.2598053 49.9624405, 8.2591182 49.9624935, 8.2588567 49.9625188)",,,,,,,,
7693387704,7693387704,1,824007307,False,,,service,,True,351.28000000000003,"LINESTRING (8.2588567 49.9625188, 8.2591182 49.9624935, 8.2598053 49.9624405, 8.2598897 49.9624544, 8.2599702 49.9625289, 8.2600684 49.9631679, 8.2599977 49.963202, 8.2593715 49.96325, 8.2588572 49.9632904, 8.2587727 49.9632828, 8.2587158 49.9632689, 8.2586923 49.9632411, 8.2585921 49.9627309, 8.2586039 49.9626766, 8.2586314 49.9626602, 8.2587138 49.9626539, 8.2587865 49.9626375, 8.2588375 49.9626085, 8.258865 49.9625655, 8.2588567 49.9625188)",,,,,,,,
7693387704,7693311684,0,824007307,False,,,service,,True,17.891,"LINESTRING (8.2588567 49.9625188, 8.2588513 49.9624885, 8.2588227 49.9623594)",,,,,,,,
7731310705,7731310706,0,828152981,False,,,service,,False,33.079,"LINESTRING (8.2907035 49.9803116, 8.2902832 49.9801873)",,,,driveway,,,,
7731310706,7731310705,0,828152981,False,,,service,,True,33.079,"LINESTRING (8.2902832 49.9801873, 8.2907035 49.9803116)",,,,driveway,,,,
7731310706,34581918,0,1035469083,False,2,,residential,30,False,28.635,"LINESTRING (8.2902832 49.9801873, 8.2901384 49.9804274)",,Wilhelm-Theodor-Römheld-Straße,,,,,,
7731310706,9661531154,0,1035469083,False,2,,residential,30,True,43.567,"LINESTRING (8.2902832 49.9801873, 8.2905027 49.9798218)",,Wilhelm-Theodor-Römheld-Straße,,,,,,
7731310707,6501756192,0,828152982,False,,,service,,True,27.613,"LINESTRING (8.2907306 49.9794423, 8.2910804 49.9795475)",,,,driveway,,,,
7731310707,9661531154,0,1035469083,False,2,,residential,30,False,45.236000000000004,"LINESTRING (8.2907306 49.9794423, 8.2905306 49.9797753, 8.2905027 49.9798218)",,Wilhelm-Theodor-Römheld-Straße,,,,,,
7731310707,233067561,0,1035469083,False,2,,residential,30,True,70.17099999999999,"LINESTRING (8.2907306 49.9794423, 8.2909119 49.9791403, 8.2910263 49.9789499, 8.2910841 49.9788536)",,Wilhelm-Theodor-Römheld-Straße,,,,,,
7772166846,7772166848,0,832474838,False,,,service,,True,15.367999999999999,"LINESTRING (8.2819493 49.9674228, 8.2819896 49.967501, 8.2819989 49.9675565)",,,,,,,,
7772166848,10028203645,0,8207294,False,2,,unclassified,,False,37.036,"LINESTRING (8.2819989 49.9675565, 8.2820815 49.967531, 8.2821806 49.9674838, 8.2823067 49.9674016, 8.282389 49.9673425)",,Hinterm Rech,,,,,,
7772166848,529621,0,8207294,False,2,,unclassified,,True,13.186,"LINESTRING (8.2819989 49.9675565, 8.2819559 49.967569, 8.2819006 49.9675823, 8.2818267 49.9675986)",,Hinterm Rech,,,,,,
7772166848,7772166846,0,832474838,False,,,service,,False,15.367999999999999,"LINESTRING (8.2819989 49.9675565, 8.2819896 49.967501, 8.2819493 49.9674228)",,,,,,,,
7787159249,75709727,0,246770424,False,,,unclassified,,False,191.44400000000002,"LINESTRING (8.2624401 49.9593324, 8.2627705 49.9593557, 8.2632259 49.9593782, 8.2637229 49.9593853, 8.2644408 49.9593735, 8.2651111 49.9593443)",,Robert-Bosch-Straße,,,,,,
7787159249,7787159261,0,246770424,False,,,unclassified,,True,81.78,"LINESTRING (8.2624401 49.9593324, 8.2623921 49.9593281, 8.2621308 49.9593033, 8.2616302 49.9592441, 8.2613172 49.9591965)",,Robert-Bosch-Straße,,,,,,
7787159249,7787159261,1,834192698,False,,,service,,False,295.442,"LINESTRING (8.2624401 49.9593324, 8.2624272 49.9594083, 8.2624021 49.9595448, 8.2623557 49.9598542, 8.2623316 49.9600661, 8.2623165 49.960269, 8.2621835 49.9602791, 8.2613725 49.9602272, 8.2612172 49.9601958, 8.2612804 49.9596315, 8.2613034 49.9593521, 8.2613051 49.9592751, 8.2613172 49.9591965)",,,,driveway,,,,
7787159261,7787159249,0,246770424,False,,,unclassified,,False,81.77999999999999,"LINESTRING (8.2613172 49.9591965, 8.2616302 49.9592441, 8.2621308 49.9593033, 8.2623921 49.9593281, 8.2624401 49.9593324)",,Robert-Bosch-Straße,,,,,,
7787159261,7787159249,1,834192698,False,,,service,,True,295.442,"LINESTRING (8.2613172 49.9591965, 8.2613051 49.9592751, 8.2613034 49.9593521, 8.2612804 49.9596315, 8.2612172 49.9601958, 8.2613725 49.9602272, 8.2621835 49.9602791, 8.2623165 49.960269, 8.2623316 49.9600661, 8.2623557 49.9598542, 8.2624021 49.9595448, 8.2624272 49.9594083, 8.2624401 49.9593324)",,,,driveway,,,,
7787159261,205440209,0,246770424,False,,,unclassified,,True,112.996,"LINESTRING (8.2613172 49.9591965, 8.261217 49.9591812, 8.261049 49.9591563, 8.2603541 49.959035, 8.2601115 49.9589892, 8.2597952 49.9589257)",,Robert-Bosch-Straße,,,,,,
7790352017,6792165974,0,724242453,False,,,service,,False,3.233,"LINESTRING (8.234258 50.0002291, 8.2342153 50.0002195)",,,,,,,,
7790352017,6792165973,0,724242453,False,,,service,,True,47.556,"LINESTRING (8.234258 50.0002291, 8.234886 50.0003704)",,,,,,,,
7790352017,7790352018,0,834544413,False,,,service,,False,12.609,"LINESTRING (8.234258 50.0002291, 8.2343177 50.0001224)",,,,,,,,
7790352018,7790352017,0,834544413,False,,,service,,True,12.609,"LINESTRING (8.2343177 50.0001224, 8.234258 50.0002291)",,,,,,,,
7790712509,4192933254,0,993225772,False,2,K 8,tertiary,50,False,27.755,"LINESTRING (8.2820104 49.9758852, 8.2823922 49.9759301)",,Heiligkreuzweg,,,,,,
7790712509,7790712514,0,993225772,False,2,K 8,tertiary,50,True,27.511,"LINESTRING (8.2820104 49.9758852, 8.2816321 49.9758402)",,Heiligkreuzweg,,,,,,
7790712509,7790712514,1,834583077,False,,,service,,False,66.228,"LINESTRING (8.2820104 49.9758852, 8.282044 49.9758109, 8.2820673 49.9757107, 8.2816796 49.9756778, 8.2816559 49.975778, 8.2816321 49.9758402)",,,,,,,customers,
7790712514,7790712509,0,993225772,False,2,K 8,tertiary,50,False,27.511,"LINESTRING (8.2816321 49.9758402, 8.2820104 49.9758852)",,Heiligkreuzweg,,,,,,
7790712514,7790712509,1,834583077,False,,,service,,True,66.22800000000001,"LINESTRING (8.2816321 49.9758402, 8.2816559 49.975778, 8.2816796 49.9756778, 8.2820673 49.9757107, 8.282044 49.9758109, 8.2820104 49.9758852)",,,,,,,customers,
7790712514,8222801423,0,993225772,False,2,K 8,tertiary,50,True,19.387,"LINESTRING (8.2816321 49.9758402, 8.2813652 49.9758096)",,Heiligkreuzweg,,,,,,
7796819992,1405239155,0,126867517,False,,,service,,True,51.840999999999994,"LINESTRING (8.2652302 50.0075772, 8.2654722 50.0074678, 8.2655208 50.0074569, 8.2655694 50.007453, 8.2656071 50.0074467, 8.2656631 50.0074248, 8.2657131 50.0074029, 8.2657512 50.0073872, 8.2657623 50.007382, 8.2658512 50.007346)",,,,,,,,
7804995048,7804995057,0,836226640,False,,,service,,False,39.699999999999996,"LINESTRING (8.2662737 50.0056925, 8.2663898 50.0058038, 8.2664063 50.0058243, 8.2664229 50.0058526, 8.2664428 50.0058806, 8.2664544 50.0058934, 8.2664652 50.0059005, 8.2664787 50.0059065, 8.2664947 50.0059094, 8.2665176 50.0059114, 8.2665373 50.0059106, 8.2665525 50.0059069, 8.2666229 50.0058757)",,,,,,,,
7804995057,1290777264,0,80241193,False,,,residential,30,False,25.029,"LINESTRING (8.2666229 50.0058757, 8.2668057 50.0060677)",,Stiftsstraße,,,,,,
7804995057,841773538,0,80241193,False,,,residential,30,True,0.914,"LINESTRING (8.2666229 50.0058757, 8.2666162 50.0058687)",,Stiftsstraße,,,,,,
7804995057,7804995048,0,836226640,False,,,service,,True,39.699999999999996,"LINESTRING (8.2666229 50.0058757, 8.2665525 50.0059069, 8.2665373 50.0059106, 8.2665176 50.0059114, 8.2664947 50.0059094, 8.2664787 50.0059065, 8.2664652 50.0059005, 8.2664544 50.0058934, 8.2664428 50.0058806, 8.2664229 50.0058526, 8.2664063 50.0058243, 8.2663898 50.0058038, 8.2662737 50.0056925)",,,,,,,,
7838969359,8871661075,0,1002084907,False,3,L 419,secondary,,True,31.689,"LINESTRING (8.1759168 49.9836884, 8.1754742 49.9837033)",,Kurmainzstraße,,,,,,
7838969359,8871661085,0,840052311,False,,,service,,False,49.528,"LINESTRING (8.1759168 49.9836884, 8.1759142 49.9836155, 8.1758815 49.9833088, 8.1759289 49.9832513)",,,,driveway,,,,
7838969359,252103860,0,1002084907,False,3,L 419,secondary,,False,17.944000000000003,"LINESTRING (8.1759168 49.9836884, 8.1760402 49.983683, 8.1761672 49.9836775)",,Kurmainzstraße,,,,,,
7912082973,258997830,0,"[27672441, 307452852]",False,,,service,,False,137.72,"LINESTRING (8.1646823 49.9883141, 8.1648899 49.9880909, 8.1649085 49.9880627, 8.1658515 49.9878932, 8.1663269 49.9878044)",,Hauweg,,,,,,
7912082973,258998222,0,27672441,False,,,service,,True,183.607,"LINESTRING (8.1646823 49.9883141, 8.1636911 49.989422, 8.1636074 49.9895134, 8.1635114 49.9895869, 8.1634274 49.9896337, 8.1633539 49.9896631, 8.1633007 49.9896907)",,Hauweg,,,,,,
7912082973,303914738,0,847886811,False,,,service,,True,155.94100000000003,"LINESTRING (8.1646823 49.9883141, 8.1645672 49.9883335, 8.1644384 49.9884226, 8.1640012 49.9885104, 8.1638908 49.9885049, 8.1637039 49.9884453, 8.1635361 49.9884554, 8.1631411 49.9885012, 8.1627631 49.9885828, 8.1626778 49.9885223)",,,,driveway,,,,
7922848545,7922848547,0,849192998,False,,,service,,False,29.179000000000002,"LINESTRING (8.2910372 49.9805999, 8.2913576 49.9806987, 8.2914052 49.9807133)",,,,driveway,,,,
7922848546,7922848547,0,849192998,False,,,service,,True,62.744,"LINESTRING (8.2921965 49.9809572, 8.2921583 49.9809455, 8.2914052 49.9807133)",,,,driveway,,,,
7922848547,1930586160,0,"[182701049, 1035469603]",False,,,service,,True,218.939,"LINESTRING (8.2914052 49.9807133, 8.2916005 49.9804516, 8.2917329 49.9804924, 8.2919159 49.9802473, 8.2920668 49.9800453, 8.2921578 49.9799234, 8.2916874 49.9797743, 8.2921107 49.9792219)",,,,driveway,,,,
7922848547,7922848546,0,849192998,False,,,service,,False,62.744,"LINESTRING (8.2914052 49.9807133, 8.2921583 49.9809455, 8.2921965 49.9809572)",,,,driveway,,,,
7922848547,7922848545,0,849192998,False,,,service,,True,29.179000000000002,"LINESTRING (8.2914052 49.9807133, 8.2913576 49.9806987, 8.2910372 49.9805999)",,,,driveway,,,,
7924685458,516020664,0,849403340,False,2,K 4,tertiary,30,False,25.089,"LINESTRING (8.2451105 49.9771832, 8.2447834 49.9771016)",,Hans-Böckler-Straße,,,,,,
7924685458,7924685459,0,849396998,False,,,service,,True,49.387,"LINESTRING (8.2451105 49.9771832, 8.2453815 49.9772518, 8.2457532 49.9773458)",,,,,,,,
7924685458,243515126,0,849403339,False,2,K 4,tertiary,30,True,24.154000000000003,"LINESTRING (8.2451105 49.9771832, 8.2452947 49.9772088, 8.245438 49.9772358)",,Hans-Böckler-Straße,,,,,,
7924685459,2041278189,0,849397002,False,2,K 4,tertiary,30,True,29.454,"LINESTRING (8.2457532 49.9773458, 8.2461363 49.9774431)",,Hans-Böckler-Straße,,,,,,
7924685459,7924685458,0,849396998,False,,,service,,False,49.387,"LINESTRING (8.2457532 49.9773458, 8.2453815 49.9772518, 8.2451105 49.9771832)",,,,,,,,
7924685459,243515126,0,849403339,False,2,K 4,tertiary,30,False,25.682,"LINESTRING (8.2457532 49.9773458, 8.2455497 49.977268, 8.245438 49.9772358)",,Hans-Böckler-Straße,,,,,,
7924685465,539517825,0,43078910,False,2,K 4,tertiary,30,True,97.13,"LINESTRING (8.2467359 49.9775912, 8.2480039 49.9779044)",,Hans-Böckler-Straße,,,,,,
7924685465,2041278189,0,849396999,False,,,service,,False,45.93000000000001,"LINESTRING (8.2467359 49.9775912, 8.2465266 49.9775392, 8.2461363 49.9774431)",,,,,,,,
7924685465,202870106,0,902079877,False,2,K 4,tertiary,30,False,30.409,"LINESTRING (8.2467359 49.9775912, 8.2466229 49.9775793, 8.2465312 49.9775644, 8.2463272 49.9775184)",,Hans-Böckler-Straße,,,,,,
7952268595,7952268596,0,852498361,False,2,,service,,True,9.176,"LINESTRING (8.2683533 50.0052819, 8.2682744 50.0052168)",,,,driveway,,,,
7952268595,263673548,0,4515054,False,,,residential,30,False,78.033,"LINESTRING (8.2683533 50.0052819, 8.2682681 50.0053283, 8.2681414 50.0053981, 8.2675119 50.0057291)",,Kaiser-Friedrich-Straße,,,,,,
7952268595,27638496,0,4515054,False,,,residential,30,True,98.74600000000001,"LINESTRING (8.2683533 50.0052819, 8.2685941 50.0051533, 8.2687405 50.0050727, 8.269291 50.0047718, 8.2694082 50.0047084)",,Kaiser-Friedrich-Straße,,,,,,
7952268596,7952268595,0,852498361,False,2,,service,,False,9.176,"LINESTRING (8.2682744 50.0052168, 8.2683533 50.0052819)",,,,driveway,,,,
7952268597,7952268598,0,852498362,False,2,,service,,True,13.076,"LINESTRING (8.2672816 50.0054428, 8.2671331 50.0055115)",,,,driveway,,,,
7952268598,1290777222,0,24317040,False,,,residential,30,False,35.879,"LINESTRING (8.2671331 50.0055115, 8.2673942 50.0057871)",,Hintere Bleiche,,,,,,
7952268598,7952268597,0,852498362,False,2,,service,,False,13.076,"LINESTRING (8.2671331 50.0055115, 8.2672816 50.0054428)",,,,driveway,,,,
7952268598,1290777233,0,24317040,False,,,residential,30,True,57.549,"LINESTRING (8.2671331 50.0055115, 8.266781 50.00514, 8.2667142 50.0050695)",,Hintere Bleiche,,,,,,
7952277309,7952277316,0,852499836,False,,,service,,False,76.179,"LINESTRING (8.2873237 49.9763599, 8.287445 49.9764071, 8.2874747 49.9764077, 8.2875078 49.9763937, 8.2875319 49.976378, 8.2875871 49.9763286, 8.2876267 49.9762853, 8.2877562 49.9761474, 8.2877977 49.9761423, 8.28797 49.9759431)",,,,,,,,
7952277316,9661503680,0,4858738,False,2,,unclassified,50,False,63.927,"LINESTRING (8.28797 49.9759431, 8.2887485 49.9762257)",,Weberstraße,,,,,,
7952277316,6606586864,0,4858738,False,2,,unclassified,50,True,105.43900000000001,"LINESTRING (8.28797 49.9759431, 8.2867578 49.975503, 8.2866779 49.97549)",,Weberstraße,,,,,,
7952277316,7952277309,0,852499836,False,,,service,,True,76.179,"LINESTRING (8.28797 49.9759431, 8.2877977 49.9761423, 8.2877562 49.9761474, 8.2876267 49.9762853, 8.2875871 49.9763286, 8.2875319 49.976378, 8.2875078 49.9763937, 8.2874747 49.9764077, 8.287445 49.9764071, 8.2873237 49.9763599)",,,,,,,,
7952277319,265506350,0,398614617,False,,,service,,False,5.850999999999999,"LINESTRING (8.2836186 49.9753073, 8.2836314 49.9752977, 8.2836577 49.9752866, 8.2836834 49.9752758)",,Heiligkreuzweg,,,,,,
7952277319,265506349,0,398614617,False,,,service,,True,90.062,"LINESTRING (8.2836186 49.9753073, 8.2835967 49.9753238, 8.2835469 49.9753783, 8.2833004 49.9760858)",,Heiligkreuzweg,,,,,,
7952277319,7952277323,0,852499837,False,,,service,,False,65.328,"LINESTRING (8.2836186 49.9753073, 8.2837862 49.9753894, 8.2838333 49.9754052, 8.2839016 49.975417, 8.2840144 49.9754305, 8.2840698 49.97544, 8.2841253 49.9754495, 8.28429 49.9754951, 8.2844499 49.9755326)",,,,,,,customers,
7952277323,7952277319,0,852499837,False,,,service,,True,65.328,"LINESTRING (8.2844499 49.9755326, 8.28429 49.9754951, 8.2841253 49.9754495, 8.2840698 49.97544, 8.2840144 49.9754305, 8.2839016 49.975417, 8.2838333 49.9754052, 8.2837862 49.9753894, 8.2836186 49.9753073)",,,,,,,customers,
7953058277,847758054,0,71216746,False,,,unclassified,,False,35.879,"LINESTRING (8.3097509 49.9746915, 8.309254 49.9747361)",,,,alley,,,,
7953058277,8080939852,0,852570121,False,,,service,,False,15.887,"LINESTRING (8.3097509 49.9746915, 8.3097114 49.9745509)",,,,,,,,
7953058277,847758058,0,71216746,False,,,unclassified,,True,83.514,"LINESTRING (8.3097509 49.9746915, 8.3106448 49.9746113, 8.3107708 49.9746199, 8.3108889 49.9746665)",,,,alley,,,,
7953058279,8080939852,0,852570121,False,,,service,,True,176.726,"LINESTRING (8.3093276 49.9729826, 8.3093554 49.9732828, 8.3097114 49.9745509)",,,,,,,,
7953060190,7007827172,0,1077669076,False,,,residential,,False,20.539,"LINESTRING (8.3099147 49.976526, 8.3101042 49.9763872)",,Wormser Straße,,,,,,
7953060190,1558260893,0,"[142387830, 459024190]",False,,,service,,True,329.6360000000001,"LINESTRING (8.3099147 49.976526, 8.3096696 49.9767125, 8.3116063 49.9776834, 8.3120601 49.9779242, 8.3121112 49.9779905, 8.3121206 49.9780492, 8.3120782 49.9781096, 8.3120274 49.9781525, 8.3119037 49.9782085, 8.31181 49.9782499, 8.3116775 49.9783209, 8.3116374 49.9783493, 8.311616 49.9783898, 8.311623 49.978425, 8.3116312 49.9784526, 8.3116669 49.978489, 8.3117168 49.9785137)",yes,Wormser Straße,,driveway,,,,
7953060190,847758054,0,852570122,False,,,service,,True,289.887,"LINESTRING (8.3099147 49.976526, 8.3094529 49.9762903, 8.3093448 49.9763029, 8.3091562 49.976337, 8.3087555 49.9761198, 8.3090516 49.9758859, 8.3088316 49.9757053, 8.3087982 49.9754576, 8.3087687 49.9752681, 8.3088179 49.9748626, 8.3090064 49.9747653, 8.309254 49.9747361)",,,,,,,,
7959034621,6536971222,0,853233220,False,,,service,,True,41.394999999999996,"LINESTRING (8.2219257 50.0246845, 8.2219427 50.0248794, 8.2220296 50.0249176, 8.2221341 50.0249351, 8.2221944 50.0249452)",,,,,,,customers,
7959034622,6536971222,0,696134471,False,2,,tertiary,50,False,7.603,"LINESTRING (8.2221894 50.0250135, 8.2221944 50.0249452)",,Industriestraße,,,,,,
7959034622,6536971262,0,"[696134472, 142732742, 696134471]",False,"['3', '2']",,tertiary,50,True,115.99799999999999,"LINESTRING (8.2221894 50.0250135, 8.2221803 50.0251395, 8.2221742 50.0251931, 8.2221595 50.0252528, 8.2221387 50.0253053, 8.2221119 50.0253519, 8.2220945 50.0253756, 8.2220683 50.0254053, 8.2220261 50.0254419, 8.2219959 50.0254652, 8.221959 50.0254876, 8.2219107 50.0255095, 8.2218537 50.0255337, 8.2217833 50.0255612, 8.221489 50.0256668, 8.2214307 50.0256859, 8.2212407 50.0257476)",,Industriestraße,,,,,,
7959034622,7959034625,0,853233221,False,,,service,,False,53.264,"LINESTRING (8.2221894 50.0250135, 8.2221259 50.025014, 8.2219645 50.0250152, 8.2217078 50.0250519, 8.2217382 50.0252163)",,,,,,,customers,
7959034625,7959034622,0,853233221,False,,,service,,True,53.263999999999996,"LINESTRING (8.2217382 50.0252163, 8.2217078 50.0250519, 8.2219645 50.0250152, 8.2221259 50.025014, 8.2221894 50.0250135)",,,,,,,customers,
7959034626,10838121072,0,23600279,False,,,residential,,False,15.408999999999999,"LINESTRING (8.2188793 50.0239883, 8.2189362 50.0240018, 8.2189949 50.0240099, 8.2190898 50.024007)",,An der Wieslücke,,,,,,
7959034626,2035711338,0,23600279,False,,,residential,,True,75.34800000000001,"LINESTRING (8.2188793 50.0239883, 8.2188431 50.0239677, 8.2188099 50.0239316, 8.218574 50.0234336, 8.2185602 50.0234016, 8.2185323 50.023354)",,An der Wieslücke,,,,,,
7959034626,7959034628,0,853233222,False,,,service,,False,25.706999999999997,"LINESTRING (8.2188793 50.0239883, 8.2188238 50.0240307, 8.2187445 50.0240665, 8.2186708 50.0240909, 8.2185817 50.0241097)",,,,,,,,
7959034628,7959034626,0,853233222,False,,,service,,True,25.707,"LINESTRING (8.2185817 50.0241097, 8.2186708 50.0240909, 8.2187445 50.0240665, 8.2188238 50.0240307, 8.2188793 50.0239883)",,,,,,,,
