u,v,key,osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,geometry,bridge,name,tunnel,service,junction,width,access,est_width
529572,626949621,0,"[202739589, 202739582]",False,"['4', '3']",,tertiary,30,True,46.605999999999995,"LINESTRING (8.2697993 49.9979271, 8.2698087 49.9979235, 8.2698625 49.9978962, 8.2703476 49.9977007)",,Weißliliengasse,,,,,,
529572,5424621821,0,562747837,True,2,,tertiary,30,False,53.989000000000004,"LINESTRING (8.2697993 49.9979271, 8.2697664 49.9979958, 8.2696854 49.9980987, 8.2696535 49.9981446, 8.2696125 49.9982013, 8.2695666 49.9982569, 8.2695139 49.9983021, 8.2694261 49.9983365)",,Weißliliengasse,,,,,,
529583,305066638,0,"[1121038624, 200688930, 4614991]",True,"['4', '3']",B 40,primary,30,False,232.76200000000003,"LINESTRING (8.2621338 49.9983036, 8.2620985 49.9983809, 8.2620499 49.9984558, 8.2617544 49.9988315, 8.2610543 49.9997214, 8.2608073 50.0000337, 8.2607518 50.000101, 8.2606829 50.0001757)",,Alicenstraße,,,,,,
529592,256325680,0,23561991,True,,,residential,50,False,80.73700000000001,"LINESTRING (8.2710771 49.9968737, 8.2709582 49.9968816, 8.2706763 49.9968886, 8.2704831 49.9969364, 8.2703114 49.9970267, 8.2702152 49.9970909, 8.2701137 49.9971707)",,Pfaffengasse,,,,,,
529592,255141627,0,23658220,False,,,living_street,,False,39.34,"LINESTRING (8.2710771 49.9968737, 8.2712282 49.9968542, 8.2715648 49.9969886)",,Weihergartenstraße,,,,,,
529592,529593,0,"[202739576, 202739587]",False,"['5', '3']",,tertiary,30,False,56.775999999999996,"LINESTRING (8.2710771 49.9968737, 8.2710548 49.9969443, 8.2709758 49.9971916, 8.2709493 49.9972395, 8.2709229 49.9972904, 8.2708827 49.9973678)",,Weißliliengasse,,,,,,
529592,256325689,0,1057805658,False,2,,tertiary,30,True,28.279,"LINESTRING (8.2710771 49.9968737, 8.2711055 49.9967963, 8.2711681 49.9966262)",,Weißliliengasse,,,,,,
529593,626949619,0,202739587,False,3,,tertiary,30,False,18.942,"LINESTRING (8.2708827 49.9973678, 8.2707375 49.9975103)",,Weißliliengasse,,,,,,
529593,529592,0,"[202739576, 202739587]",False,"['5', '3']",,tertiary,30,True,56.775999999999996,"LINESTRING (8.2708827 49.9973678, 8.2709229 49.9972904, 8.2709493 49.9972395, 8.2709758 49.9971916, 8.2710548 49.9969443, 8.2710771 49.9968737)",,Weißliliengasse,,,,,,
529604,1425402305,0,4615010,False,,,residential,30,False,3.56,"LINESTRING (8.267455 49.9982601, 8.2674136 49.9982423)",,Emmerich-Josef-Straße,,,,3,,
529604,1425402359,0,"[571473498, 24317277, 571475317]",True,,,residential,20,False,204.955,"LINESTRING (8.267455 49.9982601, 8.2673257 49.9983945, 8.2672311 49.9984882, 8.2671648 49.998546, 8.2671516 49.9985575, 8.2670883 49.9986112, 8.2670589 49.9986362, 8.2668542 49.9987965, 8.266821 49.9988223, 8.2666953 49.998925, 8.2664323 49.9991025, 8.266086 49.9993132, 8.265616 49.9995845, 8.2655439 49.9996217)",,"['Schillerplatz', 'Schillerstraße']",,,,6,,
529605,1425402276,0,571473495,False,,,residential,,True,3.852,"LINESTRING (8.267896 49.9977097, 8.267854 49.997688)",,Acker,,,,,,
529605,529604,0,"[139791337, 31435045, 712502903]",True,,,residential,"['30', '20']",False,69.125,"LINESTRING (8.267896 49.9977097, 8.2678826 49.9977489, 8.2678636 49.9977876, 8.2678145 49.9978581, 8.2677252 49.9979591, 8.26766 49.9980329, 8.267517 49.9981895, 8.267455 49.9982601)",,Schillerplatz,,,,4,,
529621,7772166848,0,8207294,False,2,,unclassified,,False,13.186,"LINESTRING (8.2818267 49.9675986, 8.2819006 49.9675823, 8.2819559 49.967569, 8.2819989 49.9675565)",,Hinterm Rech,,,,,,
529621,168485667,0,"[137337646, 514883163, 25886267, 25886268, 138483391]",False,"['1', '2']",K 9,tertiary,"['50', '30']",True,426.62200000000007,"LINESTRING (8.2818267 49.9675986, 8.2818042 49.9674528, 8.2817937 49.9673661, 8.2817615 49.9671212, 8.2817693 49.9669352, 8.2818243 49.9667958, 8.2818825 49.9666316, 8.2819345 49.9664439, 8.2821123 49.966008, 8.2822534 49.9653884, 8.2821775 49.9650213, 8.2821541 49.9649175, 8.282083 49.9647663, 8.2819544 49.9645514, 8.2817723 49.964325, 8.2814562 49.9639586, 8.2814153 49.9639112)",,Alte Mainzer Straße,,,,,,
529621,31237115,0,"[31544991, 928811911]",False,2,K 9,tertiary,"['50', '30']",False,113.864,"LINESTRING (8.2818267 49.9675986, 8.2818769 49.9679403, 8.2818869 49.9680537, 8.2819096 49.9686207)",,Alte Mainzer Straße,,,,,,
529624,529626,0,147587475,False,,,living_street,,False,52.787,"LINESTRING (8.2709204 49.9948514, 8.2703645 49.9951639)",,Stefansstraße,,,,,,
529624,264525160,0,24379523,False,,,residential,30,False,28.980999999999998,"LINESTRING (8.2709204 49.9948514, 8.2711652 49.9950388, 8.2711811 49.995051)",,Fürstenbergerhofstraße,,,,,,
529624,1607880590,0,636952881,False,,,residential,30,True,25.101000000000003,"LINESTRING (8.2709204 49.9948514, 8.2710528 49.9947022, 8.2710859 49.9946526)",,Stefansstraße,,,,,,
529626,529624,0,147587475,False,,,living_street,,True,52.787,"LINESTRING (8.2703645 49.9951639, 8.2709204 49.9948514)",,Stefansstraße,,,,,,
529626,672942919,0,147587475,False,,,living_street,,False,98.408,"LINESTRING (8.2703645 49.9951639, 8.2698525 49.9954611, 8.2696084 49.9956441, 8.2695728 49.9956708, 8.2695163 49.9957109, 8.2694003 49.9957934)",,Stefansstraße,,,,,,
529626,3397002810,0,"[636952880, 403615945]",False,,,living_street,,False,146.779,"LINESTRING (8.2703645 49.9951639, 8.2700719 49.9950279, 8.2699509 49.9949942, 8.2697977 49.9949674, 8.2692954 49.9948942, 8.2688035 49.9948323, 8.2685586 49.9947952, 8.2684284 49.9947755)",,Große Weißgasse,,,,,,
529654,3771859618,0,26670057,False,,,residential,30,False,17.419,"LINESTRING (8.2627533 49.9978231, 8.2625273 49.9978817)",,Kupferbergterrasse,,,,,,
529654,530015,0,"[1100591985, 1100595634, 4614990]",False,,,residential,30,True,304.398,"LINESTRING (8.2627533 49.9978231, 8.2628134 49.99787, 8.2628597 49.9978986, 8.2629142 49.9979182, 8.2629699 49.997926, 8.2630135 49.9979233, 8.2630632 49.9979102, 8.2631924 49.9978534, 8.2646486 49.9971614, 8.2650678 49.9969622, 8.2651107 49.9969418, 8.2651498 49.9969366, 8.2651848 49.9969412, 8.2661154 49.9974921)",,"['Emmerich-Josef-Straße', 'Terrassenstraße']",,,,,,
529654,292513500,0,"[26670057, 1100596074]",False,,,residential,30,True,110.751,"LINESTRING (8.2627533 49.9978231, 8.2633533 49.9975328, 8.2639912 49.9972241)",,Kupferbergterrasse,,,,,,
529659,1051469818,0,1099621028,False,2,L 431,secondary,50,False,55.311,"LINESTRING (8.3031617 49.9838759, 8.3025369 49.9841692)",,Wormser Straße,,,,,,
529659,31350700,0,1099621028,False,2,L 431,secondary,50,True,46.996,"LINESTRING (8.3031617 49.9838759, 8.3036702 49.9836081)",,Wormser Straße,,,,,,
529659,310759161,0,28403494,False,,,living_street,,True,46.783,"LINESTRING (8.3031617 49.9838759, 8.3031126 49.9838433, 8.3029903 49.9837622, 8.3029368 49.9837267, 8.3027734 49.9836386, 8.302683 49.9835899)",,Kannengasse,,,,,,
529662,310759110,0,922708569,False,,,living_street,,True,12.635,"LINESTRING (8.2997402 49.9855605, 8.2996284 49.9854725)",,Jakob-Sieben-Straße,,,,,,
529662,1936736936,0,31543727,False,2,L 431,secondary,50,False,128.245,"LINESTRING (8.2997402 49.9855605, 8.2992088 49.9858489, 8.2983667 49.9863023)",,Wormser Straße,,,,,,
529662,8665970992,0,31543727,False,2,L 431,secondary,50,True,92.439,"LINESTRING (8.2997402 49.9855605, 8.300455 49.9851982, 8.3006765 49.9850574, 8.3007272 49.9850252)",,Wormser Straße,,,,,,
529688,205495214,0,"[755184512, 31545366]",False,"['3', '2']",K 9,tertiary,50,False,35.344,"LINESTRING (8.281607 49.9710552, 8.2815974 49.9711355, 8.2815917 49.9711834, 8.2815575 49.9713714)",,Alte Mainzer Straße,,,,,,
529688,352987385,0,755184502,False,2,K 19,tertiary,50,True,43.049,"LINESTRING (8.281607 49.9710552, 8.2817325 49.9710849, 8.2821805 49.9711724)",,Weisenauer Weg,,,,,,
529688,205495217,0,"[755184504, 1094997966, 137337647]",False,"['2', '3']",K 9,tertiary,50,True,182.941,"LINESTRING (8.281607 49.9710552, 8.2816548 49.9706073, 8.2816771 49.9703983, 8.2817038 49.9701619, 8.2817882 49.9694141)",,Alte Mainzer Straße,,,,,,
529691,529443,0,"[148272349, 4847574, 755184511]",False,2,K 9,tertiary,50,True,262.75600000000003,"LINESTRING (8.2809668 49.9757619, 8.2809843 49.9756019, 8.2810064 49.9753469, 8.281054 49.9748871, 8.2811088 49.9744885, 8.281129 49.974364, 8.2812089 49.9738709, 8.281271 49.97349, 8.281284 49.9734081)",yes,Alte Mainzer Straße,,,,,,
529691,8222801424,0,935106781,False,2,K 9,tertiary,50,False,17.844,"LINESTRING (8.2809668 49.9757619, 8.2809519 49.9758619, 8.2809515 49.9758641, 8.2809422 49.9759216)",,Hechtsheimer Straße,,,,,,
529691,8222801423,0,935106782,False,2,K 8,tertiary,50,False,28.979999999999997,"LINESTRING (8.2809668 49.9757619, 8.2810493 49.9757722, 8.2813652 49.9758096)",,Heiligkreuzweg,,,,,,
529691,2747585253,0,"[989150499, 174766039]",False,2,,tertiary,50,True,97.99400000000001,"LINESTRING (8.2809668 49.9757619, 8.2808063 49.9757417, 8.2799214 49.975626, 8.2796237 49.9755871)",,Emy-Roeder-Straße,,,,,,
529730,3397017862,0,31556477,True,,,unclassified,30,False,75.217,"LINESTRING (8.2665214 49.9930291, 8.2665513 49.9930769, 8.2667825 49.9934236, 8.2668517 49.993526, 8.266936 49.9936508)",,Am Gautor,,,,,,
529730,1293130065,0,"[973287313, 23660010]",False,,,residential,30,True,121.18299999999999,"LINESTRING (8.2665214 49.9930291, 8.2665657 49.9930161, 8.2680774 49.9925966)",,Bastion Philipp,,,,,,
529736,529740,0,148267149,True,,,residential,30,False,105.892,"LINESTRING (8.267617 49.9947317, 8.2676359 49.9947688, 8.2676711 49.994847, 8.2677145 49.9949687, 8.2677348 49.9950422, 8.2677486 49.9951319, 8.2677873 49.9953105, 8.2677993 49.9953653, 8.2678046 49.9954153, 8.2678008 49.9954898, 8.2677905 49.9955467, 8.2677767 49.9956001, 8.2677568 49.9956356, 8.2677304 49.9956636)",,Am Schottenhof,,,,,,
529736,5492244820,0,"[636117905, 179136340]",True,,,living_street,,False,118.51500000000001,"LINESTRING (8.267617 49.9947317, 8.2676609 49.9947281, 8.2677274 49.9947227, 8.2680312 49.9947275, 8.2682328 49.9947423, 8.2683249 49.9947573, 8.2682906 49.9953643)",,"['Große Weißgasse', 'Kleine Weißgasse']",,,,,,
529740,1425402172,0,24336374,True,,,residential,50,False,16.479999999999997,"LINESTRING (8.2677304 49.9956636, 8.2676768 49.99567, 8.2676263 49.9956721, 8.2675793 49.9956652, 8.2675143 49.9956384)",,Am Schottenhof,,,,,,
529740,4728576535,0,"[962838657, 848367785]",False,,,residential,50,True,23.869999999999997,"LINESTRING (8.2677304 49.9956636, 8.2677872 49.9956811, 8.2680214 49.9957687)",,Stefansberg,,,,,,
529743,256522455,0,31543741,True,2,B 40,primary,50,False,81.602,"LINESTRING (8.2663808 49.9893565, 8.2663703 49.9894372, 8.2663625 49.9895269, 8.2663578 49.9896412, 8.2663722 49.9900898)",,Pariser Straße,,,,,,
529743,1855095332,0,"[148267154, 959116893]",False,3,K 7,tertiary,50,False,62.074,"LINESTRING (8.2663808 49.9893565, 8.2664977 49.9893465, 8.2666047 49.9893282, 8.2671984 49.9891752)",,An der Goldgrube,,,,,,
529750,256513447,0,23688501,False,,,residential,50,True,102.061,"LINESTRING (8.2618009 49.9964393, 8.2617436 49.9964807, 8.2616976 49.9965139, 8.2616066 49.9965548, 8.2605454 49.9968582)",,Augustusstraße,,,,,,
529750,529752,0,23740948,True,2,B 40,primary,30,False,56.186,"LINESTRING (8.2618009 49.9964393, 8.262341 49.9967302, 8.2623937 49.9967701)",,Augustusstraße,,,,,,
529752,1245602287,0,23740948,True,2,B 40,primary,30,False,6.979,"LINESTRING (8.2623937 49.9967701, 8.2624257 49.9968294)",,Augustusstraße,,,,,,
529752,2492175906,0,23688541,False,,,residential,,True,14.367999999999999,"LINESTRING (8.2623937 49.9967701, 8.2623057 49.9968074, 8.2622734 49.9968209, 8.2622264 49.9968417)",,Auf der Bastei,,,,,,
529761,1413872573,0,142938936,True,1,K 1,tertiary,50,False,33.505,"LINESTRING (8.2560554 49.9977394, 8.2559748 49.9976765, 8.2559038 49.9976324, 8.2558395 49.9975925, 8.2557242 49.997527)",,Untere Zahlbacher Straße,,,,,,
529761,8645232932,0,"[203848419, 442203980]",True,"['3', '2']",L 419,primary,"['60', '50']",False,136.94600000000003,"LINESTRING (8.2560554 49.9977394, 8.2559774 49.9977007, 8.2559101 49.9976734, 8.2558364 49.9976476, 8.2557452 49.9976256, 8.2556534 49.9976097, 8.2555867 49.9976006, 8.2555199 49.9975915, 8.2553715 49.9975793, 8.2551893 49.9975665, 8.2549185 49.9975508, 8.2545053 49.9975591, 8.2541988 49.9975665)",,Saarstraße,,,,,,
529817,1717979236,0,"[237116529, 150695278, 103387697]",False,4,,secondary,50,False,76.321,"LINESTRING (8.2620199 50.0002068, 8.261602 50.0002295, 8.2611661 50.0002533, 8.2611298 50.0002552, 8.2609559 50.0002647)",,"['Alicenplatz', 'Binger Straße']",,,,,,
529817,1783146268,0,"[237116528, 203926946, 103387703]",False,"['4', '2']",,secondary,50,True,107.64399999999999,"LINESTRING (8.2620199 50.0002068, 8.2624307 50.0001844, 8.2628068 50.0001643, 8.2632293 50.0001459, 8.2633017 50.0001455, 8.2633752 50.0001449, 8.2634486 50.0001476, 8.2635215 50.0001535)",,Binger Straße,,,,,,
529818,1599281778,0,221072350,True,2,L 425,secondary,50,False,12.255,"LINESTRING (8.2658621 49.9863824, 8.2656908 49.9863864)",,Pariser Straße,,,,,,
529818,1613669325,0,146825681,True,2,L 425,secondary,50,False,17.012999999999998,"LINESTRING (8.2658621 49.9863824, 8.2658968 49.9863098, 8.2659448 49.9862392)",,Geschwister-Scholl-Straße,,,,,,
529840,255328306,0,"[839946962, 1121967886]",True,2,L 419,primary,50,False,85.72,"LINESTRING (8.2581987 49.9995973, 8.2580745 49.9995297, 8.2579406 49.9994498, 8.2575646 49.9992081, 8.2573344 49.9990633)",,Binger Straße,,,,,,
529843,8645232974,0,"[23480137, 848367796]",False,1,,residential,50,False,24.816,"LINESTRING (8.2563619 49.9980368, 8.2562812 49.9980651, 8.2561927 49.9981007, 8.2560674 49.9981547)",,Goßlerweg,,,,,,
529843,529761,0,31294421,True,3,L 419,primary,50,False,39.748,"LINESTRING (8.2563619 49.9980368, 8.2561646 49.9978272, 8.2561022 49.9977741, 8.2560554 49.9977394)",,Binger Straße,,,,,,
529847,5343032328,0,25681472,False,,,service,,True,45.699000000000005,"LINESTRING (8.2579394 49.9901983, 8.2577104 49.9900943, 8.2576612 49.9900534, 8.2576397 49.9900292, 8.2576259 49.9899951, 8.2576219 49.9899612, 8.2576348 49.9898797)",,,,,,,no,
529847,529850,0,31515874,True,1,K 7,tertiary,,False,120.71699999999998,"LINESTRING (8.2579394 49.9901983, 8.2581866 49.9902804, 8.2594397 49.9906965)",,Obere Zahlbacher Straße,,,,,,
529850,256521164,0,23689299,True,,,residential,30,False,105.88399999999999,"LINESTRING (8.2594397 49.9906965, 8.2594882 49.9906328, 8.2599862 49.990037, 8.2602029 49.9898867)",,Schillstraße,,,,,,
529850,529854,0,31515874,True,1,K 7,tertiary,,False,182.06699999999998,"LINESTRING (8.2594397 49.9906965, 8.2607068 49.9911173, 8.2615698 49.9914038, 8.2617025 49.9914479)",,Obere Zahlbacher Straße,,,,,,
529854,256521552,0,24469891,False,3,,tertiary,30,False,119.95400000000001,"LINESTRING (8.2617025 49.9914479, 8.2618217 49.9914709, 8.2623585 49.9915884, 8.2629063 49.9917239, 8.2632754 49.9918222)",,Obere Zahlbacher Straße,,,,,,
529854,256521178,0,148267156,True,3,B 40,primary,50,False,59.949000000000005,"LINESTRING (8.2617025 49.9914479, 8.2617773 49.9913494, 8.2619213 49.9911624, 8.26199 49.9910766, 8.2620757 49.9909651)",,An der Philippsschanze,,,,,,
529964,529966,0,31515870,True,4,B 40,primary,50,False,85.634,"LINESTRING (8.2664235 49.9871391, 8.2663964 49.9870688, 8.2663461 49.9869852, 8.2661987 49.9868039, 8.2660988 49.9867113, 8.2659593 49.986597, 8.2658158 49.9864845)",,Pariser Straße,,,,,,
529966,529818,0,148267169,True,2,L 425,secondary,50,False,11.826,"LINESTRING (8.2658158 49.9864845, 8.2658621 49.9863824)",,Geschwister-Scholl-Straße,,,,,,
529966,1599281778,0,761279075,True,2,B 40,primary,50,False,14.102,"LINESTRING (8.2658158 49.9864845, 8.2656908 49.9863864)",,Pariser Straße,,,,,,
529983,1425681788,0,239479705,False,,,unclassified,,False,10.277999999999999,"LINESTRING (8.2517248 49.991708, 8.2517816 49.9917467, 8.2518047 49.991783)",,Xaveriusweg,,,,,,
529983,165102371,0,"[172795969, 172795972, 1121967262]",True,1,K 1,tertiary,50,False,451.15900000000005,"LINESTRING (8.2517248 49.991708, 8.2518463 49.9915095, 8.2521238 49.9910561, 8.2522964 49.9908254, 8.2523645 49.9907508, 8.2524374 49.9906721, 8.2525302 49.9905922, 8.2526369 49.990512, 8.2527673 49.9904297, 8.2527901 49.9904166, 8.253628 49.9899345, 8.2537094 49.9898874, 8.2538184 49.9898183, 8.2539287 49.9897447, 8.2540078 49.9896756, 8.2540608 49.9896275, 8.2540892 49.9895977, 8.2541081 49.9895718, 8.2541252 49.9895436, 8.2541545 49.9894967, 8.2541865 49.9894249, 8.2542015 49.9893643, 8.2542039 49.9893417, 8.2542058 49.9893234, 8.2542058 49.9892553, 8.2541963 49.9891932, 8.2541741 49.9891275, 8.2541332 49.9890513, 8.2540614 49.9889523, 8.2540278 49.9889096, 8.2539333 49.9887956, 8.2537869 49.9886191, 8.253752 49.9885802, 8.2537073 49.9885349, 8.253625 49.9884786, 8.2535364 49.9884264, 8.2534126 49.9883618)",,Untere Zahlbacher Straße,,,,,,
530015,529654,0,"[1100591985, 1100595634, 4614990]",False,,,residential,30,False,304.3979999999999,"LINESTRING (8.2661154 49.9974921, 8.2651848 49.9969412, 8.2651498 49.9969366, 8.2651107 49.9969418, 8.2650678 49.9969622, 8.2646486 49.9971614, 8.2631924 49.9978534, 8.2630632 49.9979102, 8.2630135 49.9979233, 8.2629699 49.997926, 8.2629142 49.9979182, 8.2628597 49.9978986, 8.2628134 49.99787, 8.2627533 49.9978231)",,"['Emmerich-Josef-Straße', 'Terrassenstraße']",,,,,,
530015,1425402305,0,"[571473496, 1100591985]",False,,,residential,30,True,124.841,"LINESTRING (8.2661154 49.9974921, 8.2665567 49.9977596, 8.2669304 49.9979862, 8.2673899 49.9982289, 8.2674136 49.9982423)",,Emmerich-Josef-Straße,,,,,,
530022,530034,0,"[153855233, 460821402, 172795973, 460821397]",False,2,K 7,tertiary,30,False,344.524,"LINESTRING (8.2538521 49.9881948, 8.2539602 49.9882126, 8.2540795 49.9882472, 8.2545492 49.9884559, 8.254758 49.9885853, 8.2550493 49.9887876, 8.2554169 49.9890797, 8.2556265 49.9892442, 8.2557769 49.9893814, 8.2558436 49.9894667, 8.2558814 49.9895449, 8.2559289 49.9897713, 8.2559399 49.989837, 8.256011 49.9901338, 8.2560432 49.9902382, 8.2560864 49.9903189, 8.256117 49.9903577, 8.2561637 49.9903983, 8.2562351 49.990435, 8.2563297 49.9904636, 8.2564021 49.9904688, 8.2564907 49.990464, 8.2565968 49.9904532)",,Zahlbacher Steig,,,,,,
530022,202846012,0,"[1121967132, 172795973]",False,2,K 7,tertiary,30,True,24.403,"LINESTRING (8.2538521 49.9881948, 8.2536805 49.9882491, 8.2536726 49.9882526, 8.2535516 49.9882985)",,Zahlbacher Steig,,,,,,
530034,256512259,0,"[408317227, 368049455, 23688247]",False,,,unclassified,20,False,102.94200000000001,"LINESTRING (8.2565968 49.9904532, 8.2565839 49.9904977, 8.2565689 49.9905821, 8.256273 49.9908409, 8.2561376 49.9909593, 8.2558444 49.991227)",,Kilianweg,,,,5,no,
530034,530022,0,"[153855233, 460821402, 172795973, 460821397]",False,2,K 7,tertiary,30,True,344.52400000000006,"LINESTRING (8.2565968 49.9904532, 8.2564907 49.990464, 8.2564021 49.9904688, 8.2563297 49.9904636, 8.2562351 49.990435, 8.2561637 49.9903983, 8.256117 49.9903577, 8.2560864 49.9903189, 8.2560432 49.9902382, 8.256011 49.9901338, 8.2559399 49.989837, 8.2559289 49.9897713, 8.2558814 49.9895449, 8.2558436 49.9894667, 8.2557769 49.9893814, 8.2556265 49.9892442, 8.2554169 49.9890797, 8.2550493 49.9887876, 8.254758 49.9885853, 8.2545492 49.9884559, 8.2540795 49.9882472, 8.2539602 49.9882126, 8.2538521 49.9881948)",,Zahlbacher Steig,,,,,,
530034,2959277107,0,445397567,False,2,K 7,tertiary,30,False,26.919,"LINESTRING (8.2565968 49.9904532, 8.2567443 49.9904163, 8.2568036 49.9904015, 8.2569258 49.9903713, 8.2569472 49.9903647)",,Zahlbacher Steig,,,,,,
530081,27296108,0,4445257,False,2,,tertiary,30,False,62.774,"LINESTRING (8.2647804 50.0008891, 8.2646945 50.0009091, 8.263956 50.0010838)",,Gärtnergasse,,,,,,
530081,27077266,0,"[34335083, 237116574]",False,4,,secondary,"['50', '30']",False,95.90899999999999,"LINESTRING (8.2647804 50.0008891, 8.2646813 50.0008031, 8.2642142 50.0004186, 8.2641871 50.0003988, 8.2641094 50.0003463, 8.2640453 50.0003084, 8.2639762 50.0002737, 8.2639027 50.0002427)",,Große Bleiche,,,,,,
530081,27296110,0,"[31395585, 237116572]",False,2,,secondary,30,True,90.655,"LINESTRING (8.2647804 50.0008891, 8.2648849 50.0009754, 8.2651703 50.0012109, 8.2655598 50.0015323)",,Große Bleiche,,,,,,
530081,2450645101,0,"[1137654080, 1137654081, 1137654082, 23655911, 149461689]",False,2,,tertiary,30,False,89.888,"LINESTRING (8.2647804 50.0008891, 8.2649013 50.0008624, 8.2649637 50.000846, 8.2655268 50.0006643, 8.2656068 50.0006329, 8.2657042 50.000589, 8.2658675 50.0004946)",,"['Umbach', 'Große Langgasse']",,,,,,
530086,160522741,0,187816617,False,2,,tertiary,30,False,77.196,"LINESTRING (8.2670179 49.999818, 8.2673305 49.9996486, 8.267833 49.9993626)",,Große Langgasse,,,,,,
530086,530092,0,187816617,False,2,,tertiary,30,True,62.028,"LINESTRING (8.2670179 49.999818, 8.2668164 49.9999359, 8.266374 50.000192)",,Große Langgasse,,,,,,
530091,160522741,0,733197483,False,2,,tertiary,20,True,73.969,"LINESTRING (8.2686142 49.9989263, 8.267833 49.9993626)",,Große Langgasse,,,,,,
530091,5424621821,0,"[1137634112, 23655910, 237299055, 1137634110, 1137634111]",False,2,,tertiary,"['30', '20']",False,87.738,"LINESTRING (8.2686142 49.9989263, 8.2687946 49.9988164, 8.2689422 49.9987152, 8.2690498 49.9986356, 8.2691087 49.998591, 8.2692943 49.9984505, 8.2693127 49.9984366, 8.2693457 49.9984116, 8.2693591 49.9984015, 8.2694261 49.9983365)",,Große Langgasse,,,,,,
530091,160521809,0,"[237299057, 237299058, 16238790]",True,,,"['residential', 'living_street']",30,False,122.506,"LINESTRING (8.2686142 49.9989263, 8.2686583 49.9989643, 8.268767 49.9990581, 8.2688398 49.9991208, 8.2693403 49.9995525, 8.26937 49.9995781, 8.2693874 49.9995931, 8.269596 49.999773, 8.2696099 49.9998178)",,Gymnasiumstraße,,,,,,
530092,10209741298,0,149461689,False,2,,tertiary,30,True,33.046,"LINESTRING (8.266374 50.000192, 8.2660353 50.0003943)",,Große Langgasse,,,,,,
530092,1425402359,0,4615012,False,,,residential,30,False,87.07600000000001,"LINESTRING (8.266374 50.000192, 8.2662905 50.0001306, 8.2656244 49.9996547, 8.2655873 49.9996395, 8.2655439 49.9996217)",,Kleine Langgasse,,,,,,
530092,530086,0,187816617,False,2,,tertiary,30,False,62.028,"LINESTRING (8.266374 50.000192, 8.2668164 49.9999359, 8.2670179 49.999818)",,Große Langgasse,,,,,,
530102,243318909,0,1044436587,False,2,K 9,tertiary,50,True,109.797,"LINESTRING (8.2794019 49.9863623, 8.2795404 49.9853789)",,Hechtsheimer Straße,,,,,,
530102,243318909,1,23699686,True,,,residential,30,False,251.90699999999998,"LINESTRING (8.2794019 49.9863623, 8.2792491 49.9863679, 8.2785485 49.9862839, 8.2781192 49.9856005, 8.2789303 49.9853505, 8.2794154 49.9853771, 8.2795404 49.9853789)",,Oechsnerstraße,,,,,,
530102,243316853,0,1044436587,False,2,K 9,tertiary,50,False,69.61500000000001,"LINESTRING (8.2794019 49.9863623, 8.2793915 49.9864358, 8.279314 49.9869858)",,Hechtsheimer Straße,,,,,,
530105,530107,0,28403489,False,2,K 9,tertiary,50,False,165.916,"LINESTRING (8.279182 49.9880271, 8.2791717 49.988113, 8.2791666 49.988163, 8.2791172 49.9886434, 8.2790925 49.9890634, 8.2791439 49.9895163)",,Hechtsheimer Straße,,,,,,
530105,222009002,0,1025771227,False,4,K 7,tertiary,30,True,98.43199999999999,"LINESTRING (8.279182 49.9880271, 8.2790194 49.9880139, 8.2789276 49.9880042, 8.2787383 49.9879841, 8.2778288 49.9878655)",,An der Goldgrube,,,,,,
