osmid,y,x,street_count,ref,highway,geometry
4730927488,49.4791785,7.77229,3,,,POINT (7.77229 49.4791785)
4730927764,49.4799112,7.7724539,1,,,POINT (7.7724539 49.4799112)
4730927768,49.4803806,7.7732029,3,,,POINT (7.7732029 49.4803806)
4737989159,49.4585122,7.8061388,3,,,POINT (7.8061388 49.4585122)
4751680858,49.4526569,7.7713499,3,,,POINT (7.7713499 49.4526569)
4751680859,49.4528597,7.7712478,1,,,POINT (7.7712478 49.4528597)
4751680862,49.4520412,7.7702944,1,,,POINT (7.7702944 49.4520412)
4751680863,49.4517084,7.7704636,3,,,POINT (7.7704636 49.4517084)
4755254996,49.4557732,7.774898,3,,,POINT (7.774898 49.4557732)
4769520443,49.4414934,7.7043506,3,,,POINT (7.7043506 49.4414934)
4810486971,49.4305118,7.6693799,3,,,POINT (7.6693799 49.4305118)
4838487331,49.3953608,7.6963129,1,,,POINT (7.6963129 49.3953608)
4838487333,49.3952738,7.6965307,3,,,POINT (7.6965307 49.3952738)
4881883407,49.43917,7.7974096,1,,,POINT (7.7974096 49.43917)
4889664005,49.4236423,7.7512516,3,,,POINT (7.7512516 49.4236423)
5010990163,49.4416415,7.7031018,3,,,POINT (7.7031018 49.4416415)
5010990168,49.4418661,7.702387,2,,,POINT (7.702387 49.4418661)
5010990182,49.4419631,7.6948634,3,,,POINT (7.6948634 49.4419631)
5010990190,49.4420292,7.701475,3,,,POINT (7.701475 49.4420292)
5010990201,49.442118,7.6995279,3,,,POINT (7.6995279 49.442118)
5010990203,49.4421296,7.6986238,3,,,POINT (7.6986238 49.4421296)
5010990204,49.4421355,7.7011277,3,,,POINT (7.7011277 49.4421355)
5010990827,49.4423308,7.7008692,3,,,POINT (7.7008692 49.4423308)
5010990857,49.4425744,7.698994,3,,,POINT (7.698994 49.4425744)
5010990865,49.4426932,7.7006007,3,,,POINT (7.7006007 49.4426932)
5012284144,49.4701293,7.6950489,1,,turning_circle,POINT (7.6950489 49.4701293)
5012284145,49.470366,7.6950536,3,,,POINT (7.6950536 49.470366)
5012284146,49.4703638,7.6954538,3,,,POINT (7.6954538 49.4703638)
5012284147,49.4703934,7.6957354,3,,,POINT (7.6957354 49.4703934)
5012284148,49.4704288,7.6963279,3,,,POINT (7.6963279 49.4704288)
5012284150,49.4720539,7.6957023,3,,,POINT (7.6957023 49.4720539)
