u,v,key,osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,bridge,geometry,name,service,junction,access,width,tunnel,area
351069,6665869009,0,"[28955801, 653757561, 141160610, 41056159]",False,"['4', '2']",L 367,secondary,70,"[False, True]",1458.8809999999999,yes,"LINESTRING (7.684474 49.4795987, 7.6856333 49.4797181, 7.6863224 49.4797579, 7.6869679 49.4797725, 7.6877699 49.4797594, 7.6884302 49.479716, 7.6890243 49.4796486, 7.6895756 49.4795616, 7.6902001 49.4794415, 7.6907118 49.4793009, 7.6911808 49.4791776, 7.6919985 49.478897, 7.6924734 49.4787009, 7.6929809 49.478456, 7.693415 49.4782211, 7.6940134 49.4778583, 7.6943135 49.4776422, 7.6947185 49.4773232, 7.695078 49.477006, 7.6954052 49.4766732, 7.6957485 49.4762828, 7.6960677 49.4759081, 7.6963721 49.475556, 7.6966926 49.4751857, 7.696989 49.4748354, 7.6973444 49.4744127, 7.697787 49.4738968, 7.6984321 49.4731291, 7.6985957 49.4729321, 7.6987055 49.4727881, 7.698817 49.4726419, 7.6990034 49.4723762)",,,,,,,
500442,500446,0,7029486,True,,,service,,False,340.70400000000006,,"LINESTRING (7.8490883 49.457966, 7.8487828 49.4579228, 7.8485597 49.4578842, 7.8483612 49.4578536, 7.8481034 49.457831, 7.8478681 49.4577871, 7.8472029 49.4575656, 7.8467855 49.4574226, 7.8461614 49.4572338, 7.8458278 49.4570928, 7.8455577 49.4569425, 7.8453142 49.4568028, 7.8449118 49.4566382)",Langen Berg,,,,,,
500442,500446,1,61333362,True,2,A 6,motorway,none,False,336.06899999999996,,"LINESTRING (7.8490883 49.457966, 7.8483979 49.4577393, 7.8473659 49.4574092, 7.8464956 49.4571228, 7.8449118 49.4566382)",,,,,,,
500446,20630330,0,"[326049760, 329122500, 329122504, 517180078, 517180079, 61327325]",True,"['2', '3']",A 6,motorway,"['130', 'none']",False,1662.0360000000003,yes,"LINESTRING (7.8449118 49.4566382, 7.8439842 49.4563301, 7.8421025 49.4556986, 7.841546 49.455514, 7.8391837 49.4547423, 7.8359584 49.453723, 7.8352477 49.4535206, 7.8342888 49.4532729, 7.8333161 49.4530515, 7.8318854 49.4527901, 7.8308538 49.4526337, 7.8306591 49.4526122, 7.8303231 49.4525722, 7.829524 49.4525014, 7.8281155 49.4524113, 7.827191 49.4523905, 7.8265599 49.4523961, 7.8251279 49.452419, 7.82452 49.4524582, 7.8232944 49.4525565)",,,,,,,
500464,500470,0,"[320366514, 326049763, 517180077, 326049766]",True,"['2', '3']",A 6,motorway,"['130', 'none']",False,869.674,,"LINESTRING (7.8212761 49.4528316, 7.8198466 49.4531163, 7.8194117 49.4532105, 7.8187353 49.4533705, 7.8179233 49.4536036, 7.8173528 49.4537706, 7.8164168 49.4540727, 7.8155741 49.4543706, 7.8138867 49.4550738, 7.8137854 49.4551168, 7.8119053 49.455914, 7.8106736 49.4564363)",,,,,,,
500470,267643133,0,"[4527122, 554341486]",True,"['1', '2']",,motorway_link,,False,256.69399999999996,,"LINESTRING (7.8106736 49.4564363, 7.8103228 49.4566713, 7.8098543 49.4569177, 7.8086708 49.457417, 7.8078106 49.4577901)",,,,,,,
500470,267643175,0,"[24621346, 24621349, 62746358]",True,2,A 6,motorway,none,False,737.828,yes,"LINESTRING (7.8106736 49.4564363, 7.8102655 49.4566115, 7.80775 49.4576944, 7.8063401 49.4582957, 7.8049526 49.4588733, 7.8038197 49.4593592, 7.8026639 49.4598511, 7.8021287 49.4600663)",,,,,,,
500480,766849325,0,"[61417663, 531087429, 206630214, 206630216, 206630222, 206630226, 469138773, 194105911, 61419865, 61419866, 319911420, 61417661, 25110014, 25110015]",True,"['4', '3']",A 6,motorway,"['100', 'none']",False,6288.783000000001,yes,"LINESTRING (7.7959386 49.4617652, 7.7957373 49.4617947, 7.7953452 49.4618521, 7.7947297 49.4619369, 7.7940225 49.4620188, 7.7936601 49.4620528, 7.7923414 49.4621429, 7.7912487 49.462181, 7.7906243 49.46218, 7.7900274 49.462179, 7.789093 49.4621535, 7.7881485 49.4620997, 7.7872279 49.4620139, 7.7864266 49.4619245, 7.7853987 49.4617808, 7.784431 49.4616133, 7.7830595 49.4613066, 7.7815105 49.4609377, 7.7809883 49.4608143, 7.7794501 49.4604258, 7.7774112 49.4599181, 7.7755123 49.4594632, 7.7724387 49.4586969, 7.7697871 49.4580579, 7.7672159 49.4574502, 7.7668566 49.4573745, 7.7665478 49.4573132, 7.7661423 49.4572445, 7.7657491 49.4571899, 7.7652175 49.4571389, 7.7646051 49.4570954, 7.7639477 49.4570567, 7.7628976 49.4570116, 7.7618458 49.4569828, 7.759707 49.4569169, 7.7574098 49.4568053, 7.7535807 49.4566265, 7.7508542 49.4564032, 7.7498684 49.456298, 7.7489222 49.4561924, 7.7457693 49.4558084, 7.7451537 49.4557359, 7.7437966 49.4555793, 7.7435065 49.455543, 7.7424161 49.4553813, 7.7418202 49.4552634, 7.7408984 49.455015, 7.7403375 49.4548629, 7.739862 49.4547095, 7.7392366 49.4545001, 7.7384515 49.4541899, 7.737091 49.4535997, 7.7346484 49.4525383, 7.7335553 49.452068, 7.732641 49.4517207, 7.7315251 49.4513126, 7.7305381 49.4510006, 7.7297822 49.4507588, 7.7289988 49.4505443, 7.728365 49.4503842, 7.7271277 49.4501129, 7.7255386 49.4498221, 7.7252777 49.4497739, 7.7237115 49.4495501, 7.7222796 49.4494068, 7.7208268 49.4493057, 7.717119 49.4491552, 7.7149209 49.4490641, 7.7137214 49.4490018, 7.712725 49.4489518)",,,,,,,
500559,414982189,0,35385625,True,1,,motorway_link,,False,195.653,,"LINESTRING (7.6572778 49.442253, 7.6568327 49.442242, 7.6565344 49.4422417, 7.656221 49.4422893, 7.6560085 49.4423545, 7.6553519 49.4426471, 7.6551115 49.4427101, 7.6547634 49.442736)",,,,,,,
500559,500560,0,277765989,True,3,A 6,motorway,130,False,197.67000000000002,,"LINESTRING (7.6572778 49.442253, 7.6560068 49.442016, 7.6553363 49.4418776, 7.6546581 49.4417448)",,,,,,,
501159,1079014885,0,102272109,True,3,,tertiary,50,False,54.129000000000005,,"LINESTRING (7.706794 49.441573, 7.7067579 49.4418004, 7.7067197 49.4418442, 7.7066916 49.4418745, 7.7065295 49.442011)",Opelkreisel,,circular,,,,
501159,1078992639,0,1168488846,True,1,,tertiary_link,50,False,23.601,,"LINESTRING (7.706794 49.441573, 7.7069086 49.4416971, 7.706959 49.4417561)",Merkurstraße,,,,,,
501164,5044338110,0,963982672,True,2,,tertiary,50,False,20.622,,"LINESTRING (7.705191 49.4419552, 7.7051229 49.4418776, 7.7050621 49.44179)",Opelkreisel,,circular,,,,
501172,278360419,0,102272168,True,2,,tertiary,50,False,95.76800000000001,,"LINESTRING (7.7056884 49.4410429, 7.7058847 49.4410233, 7.7060278 49.4410278, 7.7061776 49.4410581, 7.7062904 49.441093, 7.7064168 49.4411452, 7.706534 49.4412119, 7.7065916 49.4412558, 7.706632 49.4412914, 7.706659 49.4413233, 7.7067448 49.4414281)",Opelkreisel,,circular,,,,
501172,1182356926,0,441531724,True,,,trunk_link,50,False,51.66,,"LINESTRING (7.7056884 49.4410429, 7.70585 49.4409757, 7.7060273 49.4408804, 7.706166 49.4407964, 7.7062117 49.4407363)",,,,,,,
501177,501182,0,4446758,True,,,trunk_link,50,False,260.887,,"LINESTRING (7.70611 49.4421674, 7.7060072 49.4422237, 7.7058889 49.4423056, 7.7057671 49.4424317, 7.7054168 49.4430625, 7.7050556 49.4437778, 7.7049837 49.4439603, 7.7049267 49.4440675, 7.7047883 49.4443244)",,,,,,,
501177,501164,0,368608517,True,2,,tertiary,50,False,74.312,,"LINESTRING (7.70611 49.4421674, 7.7060231 49.442175, 7.7057858 49.4421738, 7.7056491 49.4421581, 7.7055254 49.4421284, 7.7053127 49.4420441, 7.705191 49.4419552)",Opelkreisel,,circular,,,,
501182,501185,0,170139294,True,3,B 270,trunk,100,False,211.67000000000002,,"LINESTRING (7.7047883 49.4443244, 7.7046682 49.4448352, 7.7045697 49.4453058, 7.7044934 49.4456692, 7.7043939 49.4462105)",,,,,,,
501185,277318626,0,326049772,True,2,B 270,trunk,100,False,129.399,,"LINESTRING (7.7043939 49.4462105, 7.7041655 49.4473647)",,,,,,,
501185,17053753,0,"[249539643, 4446763]",True,1,,trunk_link,50,False,111.86700000000002,,"LINESTRING (7.7043939 49.4462105, 7.7044372 49.4464302, 7.7044476 49.4464622, 7.7044791 49.4465358, 7.7045406 49.44661, 7.7046302 49.4466827, 7.7047467 49.446743, 7.704905 49.4467779, 7.7052013 49.4467879, 7.7053533 49.4467754)",,,,,,,
501196,766849319,0,"[322085107, 47370524]",True,"['1', '2']",A 6,motorway_link,,False,379.325,,"LINESTRING (7.7077493 49.4481048, 7.7092491 49.4482889, 7.7103902 49.4484226, 7.7119113 49.4486399, 7.7128866 49.4487948)",,,,,,,
501265,267644027,0,"[326049757, 62746382, 320367239]",True,"['2', '3']",A 6,motorway,none,False,926.9740000000002,,"LINESTRING (7.8080341 49.4574363, 7.8099936 49.4565997, 7.8108248 49.4562465, 7.8111261 49.4561185, 7.8120709 49.4557195, 7.814536 49.4546681, 7.8154845 49.4542846, 7.8163356 49.4539778, 7.8165496 49.4538984, 7.8178211 49.4535033, 7.8190282 49.4531789)",,,,,,,
502360,502362,0,554341488,True,3,A 6,motorway,none,False,218.528,,"LINESTRING (7.8441081 49.4562098, 7.8468126 49.4570883)",,,,,,,
502360,502362,1,3449851,True,,,service,,False,223.95000000000002,,"LINESTRING (7.8441081 49.4562098, 7.8445899 49.4562828, 7.845008 49.4563483, 7.8452608 49.4564083, 7.8457709 49.4565723, 7.8462356 49.4567217, 7.8463361 49.4567957, 7.8464589 49.4568802, 7.8465602 49.4569274, 7.846682 49.4569713, 7.8468126 49.4570883)",Quaiders Berg,,,,,,
502371,17053806,0,"[4527121, 15382505, 241705950]",True,"['3', '2']",A 63,motorway_link,100,False,479.91700000000003,yes,"LINESTRING (7.79511 49.4617313, 7.7958703 49.4615302, 7.7963968 49.4613598, 7.7971407 49.4610763, 7.7979497 49.4607823, 7.7984311 49.4606518, 7.7989547 49.4605385, 7.7995125 49.4604568, 7.7998826 49.4604207, 7.8001307 49.4604059, 7.8004263 49.4603943, 7.8008125 49.4603917, 7.8012171 49.4604084, 7.8013025 49.4604132)",,,,,,,
502371,267643068,0,"[24621345, 24621350, 217187271, 62746504, 320367504]",True,"['3', '2']",A 6,motorway,"['100', 'none']",False,851.3960000000001,yes,"LINESTRING (7.79511 49.4617313, 7.7958851 49.4616315, 7.7963058 49.4615667, 7.7972142 49.4613905, 7.7980882 49.4611985, 7.7983165 49.461146, 7.7991085 49.4609384, 7.7997198 49.4607688, 7.8006429 49.4604773, 7.8015507 49.4601543, 7.8025675 49.4597567, 7.8031491 49.4595047, 7.8036478 49.4592985, 7.8047873 49.4588096, 7.8053412 49.4585717, 7.8056414 49.4584436)",,,,,,,
8024540,1677677441,0,"[169412993, 28279876, 28384198, 931157576, 28384200]",True,1,,motorway_link,,False,526.956,yes,"LINESTRING (7.8102509 49.4623317, 7.8100072 49.4623739, 7.8096006 49.462358, 7.8093457 49.4623632, 7.8091398 49.4623731, 7.8089321 49.4624099, 7.8086686 49.4624761, 7.8083147 49.4625568, 7.8079882 49.4625792, 7.8076501 49.4625456, 7.8073622 49.4624647, 7.8071388 49.4623625, 7.8069433 49.4622237, 7.8068145 49.4620839, 7.806779 49.4620232, 7.8067395 49.4619555, 7.8066883 49.4618156, 7.8066727 49.4617273, 7.8066621 49.461638, 7.8066688 49.4612991, 7.8067061 49.4609636, 7.8067088 49.4607998, 7.8067023 49.4606641, 7.8066598 49.460457, 7.8065921 49.460293, 7.8064892 49.4601146, 7.8062742 49.4598822)",,,,,,,
8024540,500480,0,"[241716389, 480839759, 4527120, 93077649, 169412990, 931964190]",True,"['2', '3']","['A 63', 'A 6']","['motorway_link', 'motorway']","['signals', '100']",False,1079.777,yes,"LINESTRING (7.8102509 49.4623317, 7.8100405 49.4623287, 7.8096045 49.4623125, 7.8092538 49.4622949, 7.8089087 49.46227, 7.8086097 49.462242, 7.8081916 49.4621919, 7.8076835 49.4621143, 7.8072936 49.4620422, 7.8069583 49.4619797, 7.80653 49.4618854, 7.8056299 49.4616427, 7.8039599 49.4611248, 7.8037966 49.4610845, 7.8034539 49.4610038, 7.803176 49.4609455, 7.8028159 49.4608813, 7.8024601 49.4608355, 7.8020938 49.4608085, 7.8016568 49.460798, 7.8011478 49.4608183, 7.800519 49.4608901, 7.7999533 49.4609957, 7.7992639 49.4611578, 7.7984003 49.4613474, 7.7972955 49.4615739, 7.7961978 49.4617759, 7.7959386 49.4617652)",,,,,,,
8032933,8032937,0,"[326049777, 480808047]",True,3,B 270,trunk,100,False,219.155,,"LINESTRING (7.7043459 49.4456525, 7.7044262 49.4452717, 7.7045486 49.444705, 7.7048058 49.4437046)",,,,,,,
8032937,5044338105,0,"[517180074, 517180075, 4446757]",True,"['1', '2']",,trunk_link,50,False,151.371,,"LINESTRING (7.7048058 49.4437046, 7.7047853 49.4434483, 7.7048769 49.4429524, 7.7049554 49.4425519, 7.7049776 49.4424389, 7.7049938 49.442352)",,,,,,,
8032937,7173170002,0,"[170139297, 1168515386, 517180076, 25450170, 25450171]",True,"['1', '2']",B 270,trunk,"['70', '100', '50']",False,541.4769999999999,yes,"LINESTRING (7.7048058 49.4437046, 7.7049192 49.4433491, 7.7049574 49.4432272, 7.7050379 49.4429789, 7.705133 49.4427366, 7.7052201 49.442509, 7.7053027 49.4423445, 7.705424 49.4421319, 7.7055847 49.4419076, 7.7058264 49.4416086, 7.7060459 49.4413863, 7.7062198 49.4412185, 7.7066748 49.4407962, 7.7069854 49.440487, 7.7071701 49.4402832, 7.707337 49.4400933, 7.7075529 49.4398143, 7.7076894 49.4396011, 7.7078568 49.4393122)",,,,,,,
8032946,8032949,0,"[517180072, 517180073]",True,"['3', '2']",,tertiary,50,False,125.804,,"LINESTRING (7.7085714 49.4419071, 7.7087301 49.4418537, 7.7095493 49.4415573, 7.7099145 49.4414251, 7.7100955 49.4413614)",Merkurstraße,,,,,,
8032949,17053679,0,102272133,True,,,residential,50,False,98.19999999999999,,"LINESTRING (7.7100955 49.4413614, 7.7101499 49.4413047, 7.710572 49.4412012, 7.7107034 49.4411478, 7.7107242 49.4411347, 7.7108184 49.4410751, 7.7108838 49.4409802, 7.7109253 49.4408642, 7.7110577 49.4408244)",Merkurstraße,,,,,,
8032949,17053676,0,265613653,True,2,,tertiary,50,False,61.911,,"LINESTRING (7.7100955 49.4413614, 7.7104008 49.4412804, 7.7105356 49.4412512, 7.7106494 49.4412416, 7.7107296 49.4412428, 7.7107776 49.4412435, 7.7109103 49.4412754)",Merkurstraße,,,,,,
8032952,1827469007,0,159093045,False,4,,tertiary,50,False,45.493,,"LINESTRING (7.7113055 49.4413275, 7.7119167 49.4414247)",Merkurstraße,,,,,,
8032952,194501824,0,18828849,True,,,residential,50,False,76.40100000000001,,"LINESTRING (7.7113055 49.4413275, 7.7114526 49.4412881, 7.7119211 49.441351, 7.7119987 49.4413482, 7.7120751 49.4413394, 7.7121639 49.4413093, 7.7122219 49.4412834, 7.7122918 49.4412431)",Merkurstraße,,,,,,
8032952,17053676,0,517180069,False,,,tertiary,50,True,29.174,,"LINESTRING (7.7113055 49.4413275, 7.7112246 49.4413152, 7.7111716 49.4413072, 7.7110652 49.4412912, 7.7109103 49.4412754)",Merkurstraße,,,,,,
8032957,400899185,0,517180068,False,4,,tertiary,50,True,14.448,,"LINESTRING (7.714619 49.441856, 7.7144239 49.4418279)",Merkurstraße,,,,,,
8032957,400904038,0,34550207,True,2,,service,10,False,15.558,,"LINESTRING (7.714619 49.441856, 7.7146015 49.4419457, 7.7145919 49.4419948)",,,,,,,
8032957,1180605415,0,"[1168488844, 171767364, 810050345]",False,"['2', '3']",,tertiary,50,False,104.61500000000001,,"LINESTRING (7.714619 49.441856, 7.7151981 49.4419391, 7.7157719 49.4420265, 7.7158507 49.4420385, 7.7159004 49.4420461, 7.716029 49.4420671)",Merkurstraße,,,,,,
8032965,400899247,0,170145899,False,2,,tertiary,50,False,7.347,,"LINESTRING (7.7244444 49.44275, 7.7245446 49.442761)",Merkurstraße,,,,,,
8032965,400899225,0,170145900,False,2,,tertiary,50,True,61.13,,"LINESTRING (7.7244444 49.44275, 7.7243251 49.4427385, 7.723869 49.4426945, 7.7236072 49.4426734)",Merkurstraße,,,,,,
8032965,400899225,1,170145936,True,,,service,,False,63.477000000000004,,"LINESTRING (7.7244444 49.44275, 7.7243323 49.4427747, 7.7242688 49.4427887, 7.7240735 49.4427734, 7.7239108 49.4427607, 7.7236072 49.4426734)",,,,no,,,
8032967,1182569607,0,102405910,False,,,service,,True,14.885,,"LINESTRING (7.7270436 49.443082, 7.7270262 49.443144, 7.7270067 49.4432137)",,driveway,,,,,
8032967,260368510,0,170145899,False,2,,tertiary,50,False,17.809,,"LINESTRING (7.7270436 49.443082, 7.7271865 49.4431006, 7.7272851 49.4431135)",Merkurstraße,,,,,,
8032967,1182569821,0,170145899,False,2,,tertiary,50,True,40.721000000000004,,"LINESTRING (7.7270436 49.443082, 7.7267134 49.4430391, 7.7264913 49.4430102)",Merkurstraße,,,,,,
8032972,400901920,0,170145899,False,2,,tertiary,50,False,5.074,,"LINESTRING (7.7304461 49.4436432, 7.7305042 49.4436688)",Merkurstraße,,,,,,
8032972,1184182855,0,170145899,False,2,,tertiary,50,True,10.755,,"LINESTRING (7.7304461 49.4436432, 7.7303183 49.4435937)",Merkurstraße,,,,,,
8032972,400899284,0,"[34549560, 34549557]",False,,,service,10,True,100.789,,"LINESTRING (7.7304461 49.4436432, 7.7304553 49.4435911, 7.7304712 49.4435009, 7.730519 49.4432683, 7.730732 49.4428825, 7.7308163 49.4427773)",,,,,,,
8032974,1184182382,0,31975034,False,,,residential,,False,49.832,,"LINESTRING (7.7322188 49.4447174, 7.7323219 49.4446627, 7.7328009 49.4444789)",Merkurstraße,,,,,,
8032974,273944911,0,170145899,False,2,,tertiary,50,False,56.259,,"LINESTRING (7.7322188 49.4447174, 7.7323541 49.4448025, 7.7325047 49.4448974, 7.7326687 49.4450006, 7.7327984 49.4450521)",Merkurstraße,,,,,,
8032974,1184182539,0,170145899,False,2,,tertiary,50,True,53.629,,"LINESTRING (7.7322188 49.4447174, 7.7321085 49.4446479, 7.7318928 49.4445121, 7.7316859 49.4443819)",Merkurstraße,,,,,,
8032978,358295992,0,68537754,False,,,residential,30,True,120.993,,"LINESTRING (7.7340793 49.4446321, 7.7341921 49.4447213, 7.7342686 49.4447778, 7.7345621 49.4450039, 7.7351589 49.4454635)",Danziger Straße,,,,,,
8032978,273944911,0,159099512,False,3,,tertiary,50,True,104.60000000000001,,"LINESTRING (7.7340793 49.4446321, 7.7339128 49.4446936, 7.7331982 49.4449575, 7.7330074 49.4450222, 7.7328846 49.4450538, 7.7327984 49.4450521)",Vogelwoogstraße,,,,,,
8032978,8032981,0,"[85685065, 517180067]",False,"['2', '3']",,tertiary,50,False,103.685,,"LINESTRING (7.7340793 49.4446321, 7.7342194 49.4445803, 7.734273 49.4445603, 7.7345464 49.4444589, 7.7348494 49.4443416, 7.7350435 49.4442665, 7.7353166 49.4441607)",Vogelwoogstraße,,,,,,
8032981,1182569262,0,24714055,False,,,residential,30,False,434.79,,"LINESTRING (7.7353166 49.4441607, 7.7360989 49.4448682, 7.7363739 49.445071, 7.7369467 49.4454672, 7.7375985 49.4459028, 7.7380052 49.4461178, 7.7384619 49.4463203, 7.7389738 49.4465228, 7.7396951 49.4467636)",Lothringer Dell,,,,,,
8032981,1292971246,0,85685065,False,2,,tertiary,50,False,59.187000000000005,,"LINESTRING (7.7353166 49.4441607, 7.735449 49.4441039, 7.7357961 49.4439421, 7.7358957 49.4438909, 7.7359758 49.4438458)",Vogelwoogstraße,,,,,,
8032981,8032978,0,"[85685065, 517180067]",False,"['3', '2']",,tertiary,50,True,103.685,,"LINESTRING (7.7353166 49.4441607, 7.7350435 49.4442665, 7.7348494 49.4443416, 7.7345464 49.4444589, 7.734273 49.4445603, 7.7342194 49.4445803, 7.7340793 49.4446321)",Vogelwoogstraße,,,,,,
8032985,292562637,0,85685065,False,2,,tertiary,50,False,27.518,,"LINESTRING (7.7362234 49.4436733, 7.7364484 49.4434737)",Vogelwoogstraße,,,,,,
8032985,280847860,0,25752043,False,,,residential,30,False,196.203,,"LINESTRING (7.7362234 49.4436733, 7.7362912 49.4437075, 7.738389 49.4447367)",Lothringer Schlag,,,,,,
8032985,1292971246,0,85685065,False,2,,tertiary,50,True,26.246,,"LINESTRING (7.7362234 49.4436733, 7.7360547 49.4437951, 7.7359758 49.4438458)",Vogelwoogstraße,,,,,,
8032989,292562634,0,24960256,False,2,,residential,,False,116.785,,"LINESTRING (7.7373667 49.4421979, 7.7376981 49.4422841, 7.7378579 49.442326, 7.7388593 49.4425993)",Feuerbachstraße,,,,,,
8032989,1889541124,0,45071455,False,2,,tertiary,50,False,97.047,,"LINESTRING (7.7373667 49.4421979, 7.7376656 49.4417796, 7.7378359 49.4415324, 7.7378908 49.4414544, 7.7379527 49.4414171)",Vogelwoogstraße,,,,,,
8032989,292562637,0,85685065,False,2,,tertiary,50,True,156.63400000000001,,"LINESTRING (7.7373667 49.4421979, 7.7372665 49.4423446, 7.737084 49.4425969, 7.7367536 49.4430517, 7.736724 49.4430927, 7.7364484 49.4434737)",Vogelwoogstraße,,,,,,
8032995,8032997,0,4527114,False,2,,tertiary,50,False,178.043,,"LINESTRING (7.7393056 49.4415486, 7.7404668 49.4416831, 7.7417318 49.4418225)",Reichswaldstraße,,,,,,
8032995,1292971329,0,26675900,True,,,residential,30,False,53.672000000000004,,"LINESTRING (7.7393056 49.4415486, 7.7392342 49.4418744, 7.7391807 49.442024)",Dürerstraße,,,,,,
8032995,1889541124,0,517180063,False,2,,tertiary,50,True,99.015,,"LINESTRING (7.7393056 49.4415486, 7.7392127 49.4415385, 7.7391666 49.4415335, 7.7391289 49.4415294, 7.7389325 49.4415079, 7.738317 49.4414417, 7.7380588 49.4414161, 7.7379527 49.4414171)",Reichswaldstraße,,,,,,
8032997,271230828,0,4527114,False,2,,tertiary,50,False,83.804,,"LINESTRING (7.7417318 49.4418225, 7.7428745 49.4419488)",Reichswaldstraße,,,,,,
8032997,292562618,0,26675899,False,,,residential,30,False,33.563,,"LINESTRING (7.7417318 49.4418225, 7.7418129 49.4415253)",Heustraße,,,,,,
8032997,8032995,0,4527114,False,2,,tertiary,50,True,178.043,,"LINESTRING (7.7417318 49.4418225, 7.7404668 49.4416831, 7.7393056 49.4415486)",Reichswaldstraße,,,,,,
8032999,271230828,0,517180053,False,3,,tertiary,50,True,23.997,,"LINESTRING (7.7432017 49.441985, 7.7428745 49.4419488)",Reichswaldstraße,,,,,,
8032999,8033006,0,517180058,False,3,,tertiary,50,False,91.704,,"LINESTRING (7.7432017 49.441985, 7.7435219 49.4420231, 7.7439921 49.4420727, 7.7441556 49.4420908, 7.7444547 49.4421107)",Reichswaldstraße,,,,,,
8033006,27304811,0,33549345,False,,,secondary,50,True,15.581,,"LINESTRING (7.7444547 49.4421107, 7.7446702 49.44211)",Pariser Straße,,,,,,
8033006,1207161972,0,517180049,True,4,L 395,secondary,50,False,14.102,,"LINESTRING (7.7444547 49.4421107, 7.7443958 49.4419898)",Pariser Straße,,,,,,
8033006,8032999,0,517180058,False,3,,tertiary,50,True,91.704,,"LINESTRING (7.7444547 49.4421107, 7.7441556 49.4420908, 7.7439921 49.4420727, 7.7435219 49.4420231, 7.7432017 49.441985)",Reichswaldstraße,,,,,,
8033007,27304811,0,28713976,True,3,,secondary,50,False,68.582,,"LINESTRING (7.745586 49.4422446, 7.7449231 49.4421781, 7.7448664 49.4421721, 7.744761 49.4421499, 7.7446702 49.44211)",Pariser Straße,,,,,,
8033007,1207161410,0,104650761,True,,,secondary_link,50,False,68.937,,"LINESTRING (7.745586 49.4422446, 7.7453987 49.4422696, 7.7450867 49.4422495, 7.7450355 49.4422657, 7.7449857 49.4422943, 7.7449132 49.4423555, 7.744866 49.4424172, 7.7448314 49.4424786)",Berliner Straße,,,,,,
8033009,281170484,0,25777975,False,,,residential,30,False,10.045,,"LINESTRING (7.7476785 49.4424685, 7.7477229 49.4423829)",Hermann-Gehlen-Straße,,,,,,
8033009,281170474,0,25777952,False,,,residential,30,True,38.085,,"LINESTRING (7.7476785 49.4424685, 7.7476653 49.4425139, 7.7475836 49.4428054)",Wörthstraße,,,,,,
8033009,278360695,0,"[67197246, 28713975]",True,"['3', '2']",,secondary,50,False,138.118,yes,"LINESTRING (7.7476785 49.4424685, 7.7467089 49.442363, 7.7461915 49.4423073, 7.7458873 49.4422756, 7.7457935 49.442267)",Pariser Straße,,,,,,
8033010,8033009,0,67197246,True,2,,secondary,50,False,123.789,,"LINESTRING (7.7493676 49.4426506, 7.7476785 49.4424685)",Pariser Straße,,,,,,
8033012,281199921,0,25781160,False,,,residential,30,False,70.434,,"LINESTRING (7.7516735 49.4429156, 7.7515151 49.4435406)",Schäferstraße,,,,,,
8033012,264521297,0,104650793,True,2,,secondary,50,False,61.04299999999999,,"LINESTRING (7.7516735 49.4429156, 7.7510899 49.442849, 7.7509906 49.4428377, 7.7508419 49.4428207)",Pariser Straße,,,,,,
8033017,281170703,0,168107590,False,,,residential,30,False,47.301,,"LINESTRING (7.7564264 49.4423164, 7.7559116 49.4420539)",Spaethstraße,,,,,,
8033017,269690641,0,25777954,True,2,,secondary,50,False,29.663,,"LINESTRING (7.7564264 49.4423164, 7.7565948 49.442396, 7.7567605 49.4424712)",Hellmut-Hartert-Straße,,,,,,
8033038,281181585,0,25779178,False,,,living_street,,True,36.593,,"LINESTRING (7.7622171 49.4420616, 7.7621269 49.4421294, 7.761886 49.4423105)",St.-Marien-Platz,,,,,,
8033038,1032052673,0,237367554,False,2,,secondary,50,True,47.348,,"LINESTRING (7.7622171 49.4420616, 7.7621606 49.4418946, 7.7621446 49.4418387, 7.7621183 49.4417692, 7.762089 49.4416993, 7.7620682 49.4416471)",Königstraße,,,,,,
8033038,271151729,0,250089097,False,3,,secondary,50,False,66.223,,"LINESTRING (7.7622171 49.4420616, 7.7622747 49.442132, 7.7623384 49.4421783, 7.7626723 49.4423577, 7.7627532 49.4424046, 7.7628698 49.4424722)",Königstraße,,,,,,
8033051,8033053,0,185783008,True,3,,residential,50,False,12.65,,"LINESTRING (7.7700859 49.4455223, 7.7702546 49.4455525)",Fruchthallstraße,,,,,,
8033053,1107512629,0,6016071,True,2,,residential,50,False,37.446,,"LINESTRING (7.7702546 49.4455525, 7.7703416 49.4455974, 7.770458 49.4456208, 7.7705386 49.4456444, 7.7706 49.4456818, 7.7706338 49.4457128, 7.7706587 49.445744)",Fruchthallstraße,,,,,,
8033053,277924204,0,45144173,True,2,,residential,50,False,67.251,,"LINESTRING (7.7702546 49.4455525, 7.7703598 49.4455521, 7.7707478 49.4456172, 7.7707861 49.4456236, 7.7709171 49.4456441, 7.7710086 49.4456441, 7.7711617 49.4456174)",Fruchthallstraße,,,,,,
8033060,271799852,0,25002354,True,,,residential,30,False,102.456,,"LINESTRING (7.7748867 49.4445252, 7.7748694 49.4444852, 7.7747145 49.4441573, 7.774662 49.4440512, 7.7744581 49.443647)",Schubertstraße,,,,,,
8033060,266684483,0,931154070,True,2,,secondary,50,False,28.104,,"LINESTRING (7.7748867 49.4445252, 7.7750769 49.44448, 7.7752596 49.4444566)",Fischerstraße,,,,,,
8033077,8033078,0,517504080,False,,,tertiary,50,False,11.043,,"LINESTRING (7.784413 49.4444553, 7.7844031 49.4445544)",Barbarossaring,,,,,,
