osmid,y,x,street_count,ref,highway,geometry
5021695022,49.247394,6.9427592,3,,,POINT (6.9427592 49.247394)
5021713790,49.2470053,6.9426626,1,,,POINT (6.9426626 49.2470053)
5021713797,49.2474309,6.9426899,3,,,POINT (6.9426899 49.2474309)
5021713798,49.2476847,6.9425902,1,,,POINT (6.9425902 49.2476847)
5021713801,49.2473923,6.9424481,1,,,POINT (6.9424481 49.2473923)
5023597941,49.2607634,6.915633,3,,,POINT (6.915633 49.2607634)
5023691944,49.2615209,6.9160582,3,,,POINT (6.9160582 49.2615209)
5071950600,49.226436,7.014923,3,,,POINT (7.014923 49.226436)
5093068891,49.2407188,6.9534687,3,,,POINT (6.9534687 49.2407188)
5093068892,49.2408859,6.9534976,1,,,POINT (6.9534976 49.2408859)
5114563304,49.2310781,7.0031237,3,,,POINT (7.0031237 49.2310781)
5147328799,49.255156,6.9629395,1,,,POINT (6.9629395 49.255156)
5147329135,49.2528039,6.968261,1,,,POINT (6.968261 49.2528039)
5147329142,49.2518656,6.9693169,3,,,POINT (6.9693169 49.2518656)
5155201505,49.2044039,7.0582351,3,,,POINT (7.0582351 49.2044039)
5155201507,49.2041492,7.0590711,3,,,POINT (7.0590711 49.2041492)
5155201508,49.2039365,7.0592468,3,,,POINT (7.0592468 49.2039365)
5155201516,49.204366,7.0597911,3,,,POINT (7.0597911 49.204366)
5155201519,49.204223,7.0591023,3,,,POINT (7.0591023 49.204223)
5155202022,49.2041957,7.0587457,4,,,POINT (7.0587457 49.2041957)
5155202025,49.2042774,7.0587877,3,,,POINT (7.0587877 49.2042774)
5155202028,49.204295,7.059039,3,,,POINT (7.059039 49.204295)
5164996720,49.2532987,6.9630443,3,,,POINT (6.9630443 49.2532987)
5164997223,49.2531921,6.9641879,1,,,POINT (6.9641879 49.2531921)
5188518023,49.2043611,7.0594654,3,,,POINT (7.0594654 49.2043611)
5198862442,49.1798077,7.0373797,3,,,POINT (7.0373797 49.1798077)
5198862447,49.1798669,7.038451,3,,,POINT (7.038451 49.1798669)
5198862448,49.1798993,7.0383498,1,,,POINT (7.0383498 49.1798993)
5198862449,49.179787,7.0387012,1,,,POINT (7.0387012 49.179787)
5217030306,49.2419913,6.9997247,1,A,,POINT (6.9997247 49.2419913)
5217030309,49.2420012,6.9998312,1,A,,POINT (6.9998312 49.2420012)
5217030313,49.2420106,6.9999326,1,B,,POINT (6.9999326 49.2420106)
5217030315,49.2420203,7.0000378,1,B,,POINT (7.0000378 49.2420203)
5217030318,49.2420293,7.0001344,1,C,,POINT (7.0001344 49.2420293)
5217030321,49.2420386,7.0002355,1,C,,POINT (7.0002355 49.2420386)
5217036033,49.2412447,7.0003562,1,,,POINT (7.0003562 49.2412447)
5218410616,49.2501066,7.0044729,3,,,POINT (7.0044729 49.2501066)
5218410619,49.2512801,7.0041704,1,,,POINT (7.0041704 49.2512801)
5218410620,49.2518452,7.0041566,3,,,POINT (7.0041566 49.2518452)
5218411021,49.2519112,7.004137,1,,,POINT (7.004137 49.2519112)
5243321022,49.1943097,7.1088976,3,,,POINT (7.1088976 49.1943097)
5243321029,49.1969436,7.1073554,1,,,POINT (7.1073554 49.1969436)
5243321030,49.1969747,7.1064083,3,,,POINT (7.1064083 49.1969747)
5243321031,49.1961032,7.1061105,4,,,POINT (7.1061105 49.1961032)
5243321035,49.195505,7.1072129,3,,,POINT (7.1072129 49.195505)
5243321039,49.1958566,7.1087676,3,,,POINT (7.1087676 49.1958566)
5243321041,49.1942617,7.1061624,3,,,POINT (7.1061624 49.1942617)
5243321042,49.1946216,7.1062519,3,,,POINT (7.1062519 49.1946216)
5243321047,49.195048,7.1090375,3,,,POINT (7.1090375 49.195048)
5243321052,49.1943987,7.1089094,3,,,POINT (7.1089094 49.1943987)
5248941347,49.2291667,6.9909889,3,,,POINT (6.9909889 49.2291667)
5248978481,49.2466868,7.0056958,3,,,POINT (7.0056958 49.2466868)
5248978485,49.2469138,7.0061985,1,,,POINT (7.0061985 49.2469138)
5255349118,49.203581,7.0658049,1,,,POINT (7.0658049 49.203581)
5263427125,49.2308239,7.0078157,3,,,POINT (7.0078157 49.2308239)
5273214085,49.2316601,7.0049022,4,,,POINT (7.0049022 49.2316601)
5273214086,49.2316874,7.0049163,4,,,POINT (7.0049163 49.2316874)
5273214088,49.2317401,7.0049439,1,,,POINT (7.0049439 49.2317401)
5273214089,49.231622,7.0048824,3,,,POINT (7.0048824 49.231622)
5280025396,49.2189263,7.1112705,3,,,POINT (7.1112705 49.2189263)
5280025397,49.2186273,7.1114501,4,,,POINT (7.1114501 49.2186273)
5280025398,49.2193267,7.1110522,3,,,POINT (7.1110522 49.2193267)
5280025400,49.2193076,7.1110096,3,,,POINT (7.1110096 49.2193076)
5280025401,49.2189325,7.111238,3,,,POINT (7.111238 49.2189325)
5280025404,49.2191886,7.111082,3,,,POINT (7.111082 49.2191886)
5280026637,49.2173957,7.1069404,1,,,POINT (7.1069404 49.2173957)
5280026642,49.2201787,7.1172724,1,,,POINT (7.1172724 49.2201787)
5280026643,49.2194017,7.1141662,4,,,POINT (7.1141662 49.2194017)
5280026644,49.2199587,7.1139524,3,,,POINT (7.1139524 49.2199587)
5280026647,49.2196593,7.113534,1,,,POINT (7.113534 49.2196593)
5280026648,49.2185133,7.1118168,1,,,POINT (7.1118168 49.2185133)
5280026649,49.2191258,7.114284,1,,,POINT (7.114284 49.2191258)
5280026652,49.2173628,7.1071413,3,,,POINT (7.1071413 49.2173628)
5292212956,49.2771539,7.0414855,1,,,POINT (7.0414855 49.2771539)
5292212958,49.2771512,7.0420697,3,,,POINT (7.0420697 49.2771512)
5292212959,49.2770938,7.0420622,3,,,POINT (7.0420622 49.2770938)
5295197462,49.2537417,6.9367723,1,,,POINT (6.9367723 49.2537417)
5296011163,49.2535236,6.9357113,3,,,POINT (6.9357113 49.2535236)
5296317224,49.2432166,6.9656503,1,,,POINT (6.9656503 49.2432166)
5296606262,49.2482816,7.0064176,3,,,POINT (7.0064176 49.2482816)
5296606263,49.2483375,7.0064119,1,,,POINT (7.0064119 49.2483375)
5305391640,49.2160484,7.0295446,4,,,POINT (7.0295446 49.2160484)
5305391641,49.2160544,7.0298003,4,,,POINT (7.0298003 49.2160544)
5308747725,49.2349007,7.0297136,3,,,POINT (7.0297136 49.2349007)
5310179362,49.2393903,6.9922333,3,,,POINT (6.9922333 49.2393903)
5310179363,49.2393904,6.9921521,3,,traffic_signals,POINT (6.9921521 49.2393904)
5317280468,49.2536016,6.9614981,3,,,POINT (6.9614981 49.2536016)
5317280469,49.2533812,6.9617542,3,,,POINT (6.9617542 49.2533812)
5317280471,49.2547349,6.9610753,4,,,POINT (6.9610753 49.2547349)
5317280472,49.2547166,6.9609777,3,,,POINT (6.9609777 49.2547166)
5317280474,49.2554376,6.9607362,4,,,POINT (6.9607362 49.2554376)
5317280475,49.2554149,6.9606332,3,,,POINT (6.9606332 49.2554149)
5325709949,49.2262809,7.0009795,3,,,POINT (7.0009795 49.2262809)
5344813585,49.2493995,6.9575777,1,,turning_circle,POINT (6.9575777 49.2493995)
5344813586,49.2493944,6.9576712,3,,,POINT (6.9576712 49.2493944)
5349061180,49.2543361,6.9482206,1,,,POINT (6.9482206 49.2543361)
5349098226,49.2495075,6.9515381,3,,,POINT (6.9515381 49.2495075)
5363588974,49.1972943,7.1085735,3,,,POINT (7.1085735 49.1972943)
5363588976,49.196969,7.1084905,1,,,POINT (7.1084905 49.196969)
5363588980,49.1970117,7.1061393,3,,,POINT (7.1061393 49.1970117)
5377717331,49.2317672,6.9924554,3,,,POINT (6.9924554 49.2317672)
5379052258,49.2513457,6.9775203,1,,,POINT (6.9775203 49.2513457)
5379052261,49.2513633,6.9785372,3,,,POINT (6.9785372 49.2513633)
5394046521,49.2003108,7.0116896,1,,,POINT (7.0116896 49.2003108)
5394322004,49.248312,6.9604563,3,,,POINT (6.9604563 49.248312)
5394322019,49.2482905,6.9604006,3,,,POINT (6.9604006 49.2482905)
5394322322,49.2483246,6.9604041,3,,,POINT (6.9604041 49.2483246)
5394322436,49.2478323,6.9592496,3,,,POINT (6.9592496 49.2478323)
5394322439,49.2478078,6.9592426,3,,,POINT (6.9592426 49.2478078)
5394322446,49.2477608,6.9592543,3,,,POINT (6.9592543 49.2477608)
5413879827,49.253912,6.9355861,3,,,POINT (6.9355861 49.253912)
5417623546,49.2208362,6.991533,3,,,POINT (6.991533 49.2208362)
5420230724,49.2154369,6.8335149,1,,,POINT (6.8335149 49.2154369)
5420913146,49.2382456,7.0083891,3,,,POINT (7.0083891 49.2382456)
5420913147,49.23818,7.0080922,3,,,POINT (7.0080922 49.23818)
5420913148,49.238009,7.0080897,3,,,POINT (7.0080897 49.238009)
5420913151,49.2376295,7.0055708,3,,,POINT (7.0055708 49.2376295)
5423201447,49.2331976,6.9749458,1,,,POINT (6.9749458 49.2331976)
5423201460,49.2332995,6.9738231,1,,,POINT (6.9738231 49.2332995)
5423201461,49.2333601,6.9734359,1,,,POINT (6.9734359 49.2333601)
5423201462,49.233359,6.9733592,3,,,POINT (6.9733592 49.233359)
5434481150,49.2184534,7.0165097,3,,,POINT (7.0165097 49.2184534)
5434481151,49.2185928,7.0170308,1,,,POINT (7.0170308 49.2185928)
5435896957,49.2302089,7.0197903,3,,,POINT (7.0197903 49.2302089)
5435980910,49.2383196,7.0101491,1,,,POINT (7.0101491 49.2383196)
