u,v,key,osmid,oneway,lanes,name,highway,reversed,length,maxspeed,geometry,ref,width,access,service,bridge,junction,tunnel
20833909,4580723688,0,462709996,False,,Hunsrückstraße,secondary,True,129.27499999999998,50,"LINESTRING (6.6702051 49.7415514, 6.6703795 49.7414724, 6.6705458 49.7414118, 6.6712325 49.7412194, 6.6717153 49.7410842, 6.6718306 49.7410616)",L 143,,,,,,
20833909,20833910,0,462709998,False,3,Hunsrückstraße,secondary,False,25.112000000000002,50,"LINESTRING (6.6702051 49.7415514, 6.670112 49.7416007, 6.6699726 49.7417182)",L 143,,,,,,
20833910,282041340,0,25858239,True,,Olewiger Straße,residential,False,103.54499999999999,30,"LINESTRING (6.6699726 49.7417182, 6.6698455 49.7416899, 6.669649 49.7416736, 6.669528 49.7416755, 6.6692591 49.7417281, 6.6691824 49.7417373, 6.6690968 49.741748, 6.6689568 49.7417833, 6.6685838 49.741859)",,,,,,,
20833910,20833909,0,462709998,False,3,Hunsrückstraße,secondary,True,25.112000000000002,50,"LINESTRING (6.6699726 49.7417182, 6.670112 49.7416007, 6.6702051 49.7415514)",L 143,,,,,,
20833910,10243799803,0,549173937,False,2,Riesling-Weinstraße,secondary,False,138.121,50,"LINESTRING (6.6699726 49.7417182, 6.6696922 49.742023, 6.6693999 49.7423564, 6.6691087 49.7426569, 6.6689647 49.7427743)",L 143,,,,,,
20833912,2604850303,0,384339892,True,2,Nordallee,secondary,False,22.784,50,"LINESTRING (6.642082 49.7606792, 6.6423498 49.7605694)",,,,,,,
20833912,247373153,0,10655442,False,3,Nordallee,secondary,False,59.341,50,"LINESTRING (6.642082 49.7606792, 6.6419115 49.7607314, 6.6415915 49.7608295, 6.6413335 49.760905)",,,,,,,
20833915,3307821765,0,5583917,True,2,Lindenstraße,residential,False,13.871,,"LINESTRING (6.6379458 49.7616149, 6.6378827 49.7617328)",,,,,,,
20833915,2897253810,0,286085869,True,2,Nordallee,secondary,False,25.075,50,"LINESTRING (6.6379458 49.7616149, 6.638071 49.7616135, 6.6382944 49.7616041)",,,,,,,
20833916,1623976265,0,"[315143431, 548574319]",True,"['4', '2']",Lindenstraße,secondary,False,113.363,50,"LINESTRING (6.6368609 49.7626325, 6.6364649 49.7629591, 6.6360769 49.7632289, 6.6358278 49.7634021)",,,,,,,
20833918,20834107,0,5583927,True,4,Georg-Schmitt-Platz,primary,False,42.349000000000004,50,"LINESTRING (6.6350366 49.7638269, 6.6347222 49.7637586, 6.6344802 49.763701)",B 49,,,,,,
20833928,89991463,0,19801430,True,2,Castelforte-Straße,unclassified,False,12.446,50,"LINESTRING (6.6591772 49.7721814, 6.6592179 49.7720726)",,,,,,,
20833928,3467699172,0,"[313972820, 5583919]",True,"['3', '2']",Zurmaiener Straße,primary,False,185.42199999999997,50,"LINESTRING (6.6591772 49.7721814, 6.6589411 49.7721377, 6.6587656 49.7721052, 6.6583189 49.7720171, 6.6577786 49.7719275, 6.6573198 49.7718475, 6.6569103 49.7717854, 6.6566843 49.7717486)",B 49,,,,,,
20833929,277264567,0,"[313972816, 44841738]",True,3,Zurmaiener Straße,primary,False,261.206,50,"LINESTRING (6.6628426 49.772686, 6.6623274 49.7726398, 6.6619011 49.7725829, 6.6612762 49.7724964, 6.6606816 49.772416, 6.6594523 49.772225, 6.6594125 49.7722188, 6.6592858 49.7722001)",B 49,,,,,,
20833954,9588526348,0,1041512477,True,,Robert-Schuman-Allee,residential,False,32.752,50,"LINESTRING (6.6777795 49.7497601, 6.6777127 49.749813, 6.6776322 49.749855, 6.6775357 49.7498988, 6.6774163 49.74993)",,,,,,,
20833954,979486556,0,"[33275446, 1041512478]",False,"['2', '3']",Robert-Schuman-Allee,residential,False,123.31299999999999,50,"LINESTRING (6.6777795 49.7497601, 6.6778716 49.7497363, 6.6779494 49.7497198, 6.6780125 49.749709, 6.6780876 49.7497003, 6.6781668 49.7496938, 6.6782469 49.7496919, 6.6783477 49.7496936, 6.6784108 49.7496999, 6.6784711 49.7497081, 6.6785281 49.7497159, 6.6785891 49.7497281, 6.6786575 49.7497445, 6.6787118 49.7497614, 6.678773 49.7497817, 6.6788372 49.7498053, 6.6793251 49.7500412)",,,,,,,
20833956,292635514,0,43946600,False,3,Robert-Schuman-Allee,residential,False,9.47,50,"LINESTRING (6.6771 49.75042, 6.6771321 49.7503374)",,,,,,,
20833956,20833958,0,6073399,True,2,Behringstraße,residential,False,31.152,50,"LINESTRING (6.6771 49.75042, 6.6770316 49.7504159, 6.6767888 49.7504248, 6.6766673 49.7504295)",,,,,,,
20833956,9588526325,0,1041512475,True,,Robert-Schuman-Allee,residential,False,52.551,50,"LINESTRING (6.6771 49.75042, 6.6771086 49.7504837, 6.6771097 49.7505388, 6.6770871 49.750618, 6.6770636 49.7506787, 6.6770341 49.7507406, 6.676957 49.7508775)",,,,,,,
20833958,292635505,0,44199771,False,2,Behringstraße,residential,False,9.277,50,"LINESTRING (6.6766673 49.7504295, 6.6766641 49.7503461)",,,,,,,
20833958,319621341,0,"[43950568, 823710349]",False,2,Behringstraße,residential,False,26.913,50,"LINESTRING (6.6766673 49.7504295, 6.6766481 49.7505558, 6.6766311 49.7506704)",,,,,,,
20833971,292635622,0,112846706,True,,,service,False,53.902,,"LINESTRING (6.6743437 49.7478732, 6.6749286 49.7480929, 6.6749899 49.7481193)",,,,driveway,,,
20833971,4719354999,0,478718394,False,,,service,True,24.585,,"LINESTRING (6.6743437 49.7478732, 6.6744098 49.7478064, 6.6745235 49.7476851)",,,,driveway,,,
20834066,60387828,0,"[30882836, 9875078]",True,1,,primary_link,False,179.127,50,"LINESTRING (6.6284621 49.7408459, 6.6284001 49.7405989, 6.6283914 49.7397889, 6.628388 49.7395156, 6.6283651 49.7394459, 6.6283288 49.7394041, 6.6281452 49.7392995)",,,,,yes,,
20834066,2824236812,0,"[356468080, 13883009, 793427598]",True,"['3', '2']",Pacelliufer,primary,False,247.836,50,"LINESTRING (6.6284621 49.7408459, 6.6285009 49.7404361, 6.628521 49.7398892, 6.6285064 49.7393915, 6.6284971 49.7390772, 6.6284687 49.7386185)",B 49,,,,,,
20834068,1287875227,0,19796614,False,2,Matthiasstraße,secondary_link,True,10.703,50,"LINESTRING (6.6313329 49.7391275, 6.631263 49.7390425)",,,,,,,
20834068,1287875755,0,8069805,True,2,,primary_link,False,22.497999999999998,50,"LINESTRING (6.6313329 49.7391275, 6.6312538 49.7391357, 6.6310247 49.739163)",,,,,,,
20834068,1287875766,0,29346886,False,2,Matthiasstraße,secondary,False,24.59,30,"LINESTRING (6.6313329 49.7391275, 6.6313713 49.739173, 6.6313966 49.7392026, 6.631498 49.7393212)",,,,,,,
20834070,60390192,0,"[8069945, 8069947, 308038758]",False,"['2', '3']",Römerbrücke,unclassified,True,213.63,50,"LINESTRING (6.628103 49.7518103, 6.6279926 49.7518118, 6.6279113 49.751813, 6.6278881 49.7518142, 6.6265904 49.7518831, 6.6251388 49.7519601)",,,,,viaduct,,
20834070,60365459,0,44129029,True,4,Johanniterufer,primary,False,63.18,50,"LINESTRING (6.628103 49.7518103, 6.6280861 49.7517414, 6.6280987 49.7516352, 6.628117 49.7515502, 6.6281335 49.7514191, 6.6281365 49.7513405, 6.6281402 49.7512446)",B 49,,,,,,
20834107,1622441974,0,315141225,True,2,Georg-Schmitt-Platz,primary,False,47.387,50,"LINESTRING (6.6344802 49.763701, 6.6342801 49.7636335, 6.6340773 49.7635538, 6.6340166 49.7635272, 6.6339294 49.7634709)",B 49,,,,,,
20834107,1622442323,0,484948062,True,2,,primary_link,False,19.679000000000002,50,"LINESTRING (6.6344802 49.763701, 6.6342487 49.7636729, 6.6342111 49.7636678)",,,,,,,
20834108,60366658,0,5583931,True,2,Ausoniusstraße,primary_link,False,14.913,50,"LINESTRING (6.6330624 49.7620434, 6.6331474 49.7619778, 6.6332058 49.7619472)",,,,,,,
20834108,7889437808,0,"[335575298, 10134703]",True,"['3', '2']",Katharinenufer,primary,False,378.13000000000005,50,"LINESTRING (6.6330624 49.7620434, 6.6330124 49.7618654, 6.6328866 49.7614179, 6.6328472 49.7613421, 6.6327741 49.7612065, 6.6326284 49.760977, 6.6325469 49.7608321, 6.6320806 49.7600092, 6.6318515 49.7596673, 6.6313298 49.7589614, 6.6312572 49.7588641)",B 49,,,,,,
20834112,3373635523,0,325094914,True,,Böhmerstraße,residential,False,19.801000000000002,50,"LINESTRING (6.6337838 49.7579807, 6.6339537 49.7578925, 6.6340048 49.7578752)",,,,,,,
20834112,247375088,0,325094915,False,2,Böhmerstraße,residential,False,89.843,50,"LINESTRING (6.6337838 49.7579807, 6.6329293 49.758286, 6.6328327 49.7583205, 6.6326899 49.7583724)",,,,,,,
20834113,3317653535,0,845623761,True,1,,residential,False,9.878,50,"LINESTRING (6.6347606 49.7577494, 6.6347154 49.7576655)",,,,,,,
20834113,20834112,0,319420041,True,1,Böhmerstraße,residential,False,74.988,50,"LINESTRING (6.6347606 49.7577494, 6.6346733 49.7577658, 6.6344199 49.7578069, 6.6342189 49.7578494, 6.6337838 49.7579807)",,,,,,,
20834122,1540687127,0,5583936,True,4,Margaretengäßchen,residential,False,30.764,50,"LINESTRING (6.6422994 49.7594362, 6.6420896 49.759195)",,,,,,,
20834540,20833787,0,"[904660073, 148821019, 315151285]",True,"['1', '3']",Spitzmühle,tertiary,False,141.027,"['50', '30']","LINESTRING (6.6433555 49.7470851, 6.6433514 49.7471719, 6.6433476 49.7472532, 6.643312 49.7473728, 6.6431843 49.7475893, 6.6430453 49.7478247, 6.6430293 49.7478606, 6.6430175 49.7479041, 6.6430257 49.7479652, 6.6430473 49.7480223, 6.6430872 49.7481063, 6.6431589 49.7481799, 6.6432562 49.74828)",,,,,,,
20834540,1505348543,0,"[904660081, 904660083]",False,"['4', '3']",Spitzmühle,tertiary,True,70.648,30,"LINESTRING (6.6433555 49.7470851, 6.6433785 49.7469502, 6.6434062 49.7467991, 6.6434284 49.7466407, 6.6434457 49.7464526)",,,,,,,
20834572,3393865337,0,6117553,False,,Mariahof,residential,False,25.428,,"LINESTRING (6.6553454 49.7265163, 6.6550162 49.7264326)",,,,,,,
20834572,3531364450,0,"[346620504, 6117553, 160263719]",False,,Mariahof,residential,True,122.349,30,"LINESTRING (6.6553454 49.7265163, 6.6556609 49.7265812, 6.6556881 49.7265712, 6.6557227 49.7265432, 6.6558475 49.7263227, 6.6558946 49.7262395, 6.6560358 49.725787, 6.6560464 49.7257423)",,,,,,,
20834572,1704725703,0,180254517,False,,Oswald-von-Nell-Breuning-Allee,unclassified,False,33.545,,"LINESTRING (6.6553454 49.7265163, 6.6552451 49.7265625, 6.6550829 49.7266458, 6.6549704 49.7266956)",,,,,,,
20834582,262420223,0,24237156,False,,,service,False,101.687,,"LINESTRING (6.6652502 49.7239776, 6.666016 49.7247465)",,,,,,,
20834582,3531364450,0,"[160263936, 180254523, 160263719]",False,,,"['residential', 'unclassified']",False,735.323,30,"LINESTRING (6.6652502 49.7239776, 6.6645366 49.7238347, 6.6640657 49.7238011, 6.6637585 49.7237691, 6.6636096 49.7237659, 6.6631362 49.7238592, 6.6617645 49.7240912, 6.6604639 49.7243146, 6.6597147 49.7244471, 6.6583583 49.724687, 6.6579148 49.724792, 6.6566959 49.7250805, 6.656295 49.7251988, 6.6562207 49.7252498, 6.6561724 49.7252988, 6.6561138 49.7254834, 6.6560464 49.7257423)",,,,,,,
20834582,1704704710,0,160263936,False,,,unclassified,True,71.84400000000001,30,"LINESTRING (6.6652502 49.7239776, 6.6655608 49.7238502, 6.6657977 49.7237075, 6.6659978 49.7235563)",,,,,,,
20834587,210812050,0,355751352,True,2,,primary_link,False,38.543,50,"LINESTRING (6.6213451 49.740297, 6.6215932 49.7401389, 6.6217331 49.7400578)",B 49,,,,,,
20834590,1604084494,0,27513502,True,1,,primary_link,False,22.279,50,"LINESTRING (6.6190253 49.7410641, 6.6189763 49.7409789, 6.6189615 49.7409304, 6.6189555 49.7408705)",,,,,,,
20834590,5110080806,0,"[6073477, 492796223]",True,2,Luxemburger Straße,primary,False,57.059999999999995,50,"LINESTRING (6.6190253 49.7410641, 6.6188043 49.7408965, 6.6187649 49.7408667, 6.6185981 49.7407457, 6.6185098 49.7406739)","['B 51', 'B 49']",,,,,,
20834591,3359847397,0,329159834,True,2,Luxemburger Straße,primary,False,19.3,50,"LINESTRING (6.6174015 49.7396357, 6.6175798 49.7397655)",B 49,,,,,,
20834591,3359830054,0,329159830,True,,Luxemburger Straße,unclassified,False,19.913,50,"LINESTRING (6.6174015 49.7396357, 6.617489 49.7396003, 6.6176499 49.7395577)",,,,,,,
20834594,1604083989,0,"[343201280, 343201290]",True,"['3', '2']",Luxemburger Straße,primary,False,234.73800000000003,"['70', '50']","LINESTRING (6.6114691 49.7352129, 6.6120172 49.7358404, 6.6122839 49.7361112, 6.6125071 49.7363083, 6.6126898 49.736465, 6.6129847 49.7366727, 6.6133327 49.7368817, 6.6133781 49.736909)",B 49,,,,,,
20834594,6923618673,0,1006243743,True,,Luxemburger Straße,unclassified,False,11.231,,"LINESTRING (6.6114691 49.7352129, 6.6115024 49.7351969, 6.6115279 49.7351899, 6.6115587 49.7351843, 6.6115882 49.735183, 6.611613 49.7351869)",,,,,,,
20834598,582459378,0,24699153,False,2,Kantstraße,tertiary,False,120.37400000000002,50,"LINESTRING (6.5815172 49.7192224, 6.5814401 49.7193038, 6.5813043 49.7195021, 6.5812603 49.719563, 6.5811107 49.7197703, 6.581079 49.7198142, 6.5809997 49.7199038, 6.5809254 49.7199878, 6.5808875 49.7200129, 6.5806895 49.7201543)",K 2,,,,,,
20834598,8288745808,0,48963484,False,2,Zewener Straße,primary,False,77.686,50,"LINESTRING (6.5815172 49.7192224, 6.5816862 49.7192938, 6.5820856 49.7194519, 6.5824444 49.7195807)",B 49,,,,,,
20834598,285606937,0,"[739662234, 739662235]",False,3,Wasserbilliger Straße,primary,True,24.817999999999998,50,"LINESTRING (6.5815172 49.7192224, 6.5813715 49.7191465, 6.581247 49.7190835)",B 49,,,,,,
20835220,1707319694,0,6073518,False,,Brettenbach,residential,False,75.78800000000001,30,"LINESTRING (6.6674933 49.7435969, 6.6675795 49.743688, 6.6676447 49.7437569, 6.6678043 49.7439782, 6.6679693 49.7442042)",,,,,,,
20835220,10243799803,0,"[549173937, 10565647]",False,"['2', '3']",Riesling-Weinstraße,secondary,True,140.27599999999998,50,"LINESTRING (6.6674933 49.7435969, 6.6677996 49.7434602, 6.6682788 49.7432159, 6.6686122 49.7430209, 6.6688981 49.7428287, 6.6689647 49.7427743)",L 143,,,,,,
20835220,20909834,0,"[30323523, 30323518, 30323519]",False,,Brettenbach,residential,True,136.599,30,"LINESTRING (6.6674933 49.7435969, 6.6673431 49.7435302, 6.6668688 49.74329, 6.6667468 49.7432216, 6.6666185 49.7431276, 6.6663067 49.7428909, 6.6662251 49.7428409, 6.6661742 49.7428017, 6.6661107 49.7427623)",,,,,yes,,
20835220,20909458,0,"[549173936, 145705993, 25858245]",False,"['2', '3']",Riesling-Weinstraße,secondary,False,478.74399999999997,50,"LINESTRING (6.6674933 49.7435969, 6.6672614 49.7436754, 6.6671134 49.7437202, 6.66666 49.7438427, 6.6662741 49.7439372, 6.6658299 49.7440241, 6.6654428 49.7440909, 6.664985 49.7441466, 6.6645659 49.7441887, 6.664007 49.7442224, 6.6634441 49.7442433, 6.6629171 49.7442298, 6.6624096 49.7442031, 6.6612221 49.7441114, 6.6611582 49.7441065, 6.6610026 49.7440954)",L 143,,,,,,
20909318,5287291457,0,547209822,False,,Gustav-Heinemann-Straße,secondary,False,10.857,50,"LINESTRING (6.6855911 49.7432971, 6.6854974 49.7432205)",,,,,,,
20909318,639680646,0,383652980,False,,Gustav-Heinemann-Straße,secondary,True,34.728,50,"LINESTRING (6.6855911 49.7432971, 6.685686 49.7433748, 6.685912 49.7435303)",,,,,,,
20909318,5287291461,0,547209847,True,1,Heinrich-Lübke-Straße,residential,False,30.297,30,"LINESTRING (6.6855911 49.7432971, 6.6854207 49.743392, 6.6852665 49.7434709)",,,,,,,
20909331,980675772,0,84337151,False,,Am Trimmelter Hof,residential,True,59.171,,"LINESTRING (6.691412 49.7381994, 6.6905888 49.7382105)",,,,,,,
20909331,277615134,0,547209864,False,,Am Trimmelter Hof,residential,False,37.147,30,"LINESTRING (6.691412 49.7381994, 6.6916031 49.7385098)",,,,,,,
20909331,277615142,0,547209864,False,,Am Trimmelter Hof,residential,True,21.256,30,"LINESTRING (6.691412 49.7381994, 6.6913086 49.7380203)",,,,,,,
20909334,277615191,0,547209873,False,,Am Trimmelter Hof,residential,False,11.713,30,"LINESTRING (6.689718 49.7369951, 6.6898526 49.7370545)",,,,,,,
20909334,977712074,0,84337048,False,,Am Trimmelter Hof,residential,True,67.763,,"LINESTRING (6.689718 49.7369951, 6.6895295 49.7371201, 6.6893088 49.7372655, 6.6889511 49.7372661)",,,,,,,
20909334,277381495,0,547209873,False,,Am Trimmelter Hof,residential,True,113.63999999999999,30,"LINESTRING (6.689718 49.7369951, 6.6893399 49.7368058, 6.6887359 49.7364752, 6.6884851 49.7363558)",,,,,,,
20909342,1644537411,0,25453822,False,,Am Trimmelter Hof,residential,False,96.91000000000003,30,"LINESTRING (6.6847452 49.7371779, 6.6851247 49.7371703, 6.6857234 49.7371712, 6.685969 49.7371704, 6.6860935 49.7371696)",,,,,,,
20909342,277381595,0,25454398,False,,Januarius-Zick-Straße,residential,False,55.080999999999996,30,"LINESTRING (6.6847452 49.7371779, 6.6841883 49.7371776, 6.683979 49.737171)",,,,,,,
20909342,277381607,0,547209873,False,,Am Trimmelter Hof,residential,False,110.31,30,"LINESTRING (6.6847452 49.7371779, 6.684788 49.736954, 6.6848984 49.736804, 6.6851207 49.7365368, 6.6853476 49.7363687, 6.6854234 49.7363134)",,,,,,,
20909342,277387056,0,547209873,False,,Am Trimmelter Hof,residential,True,92.00899999999999,30,"LINESTRING (6.6847452 49.7371779, 6.6847479 49.7374578, 6.6848068 49.7376656, 6.6849943 49.7379793)",,,,,,,
20909348,277731372,0,25454403,False,,Kreuzflur,residential,False,72.02,30,"LINESTRING (6.6871743 49.7416292, 6.6874174 49.7416392, 6.6877624 49.7416619, 6.6880452 49.7416498, 6.6881724 49.7416382)",,,,,,,
20909348,277387093,0,25488057,False,,In der Pforte,residential,True,59.62100000000001,30,"LINESTRING (6.6871743 49.7416292, 6.6869365 49.7415987, 6.6865507 49.7415538, 6.6864511 49.7415349, 6.6863742 49.7415029)",,,,,,,
20909348,1200462278,0,547209873,False,,Am Trimmelter Hof,residential,False,75.72200000000001,30,"LINESTRING (6.6871743 49.7416292, 6.6871883 49.7415476, 6.6872242 49.7412784, 6.6872282 49.7411692, 6.6872001 49.7409505)",,,,,,,
20909348,20909349,0,547209873,False,,Am Trimmelter Hof,residential,True,74.839,30,"LINESTRING (6.6871743 49.7416292, 6.6871545 49.7417254, 6.6871252 49.7418163, 6.6870667 49.7419458, 6.6870109 49.7420492, 6.6869416 49.7421774, 6.6868711 49.7422697)",,,,,,,
20909349,290989560,0,25488065,False,,Im Treff,residential,False,52.08,30,"LINESTRING (6.6868711 49.7422697, 6.6875272 49.7424687)",,6,,,,,
20909349,20909348,0,547209873,False,,Am Trimmelter Hof,residential,False,74.839,30,"LINESTRING (6.6868711 49.7422697, 6.6869416 49.7421774, 6.6870109 49.7420492, 6.6870667 49.7419458, 6.6871252 49.7418163, 6.6871545 49.7417254, 6.6871743 49.7416292)",,,,,,,
20909349,20909351,0,"[383652958, 1125232582]",False,,Am Trimmelter Hof,residential,True,100.598,30,"LINESTRING (6.6868711 49.7422697, 6.6868197 49.7423388, 6.6866196 49.7425583, 6.6863813 49.7427433, 6.6862012 49.7428686, 6.686028 49.7429851)",,,,,,,
20909351,20909349,0,"[1125232582, 383652958]",False,,Am Trimmelter Hof,residential,False,100.598,30,"LINESTRING (6.686028 49.7429851, 6.6862012 49.7428686, 6.6863813 49.7427433, 6.6866196 49.7425583, 6.6868197 49.7423388, 6.6868711 49.7422697)",,,,,,,
20909351,20909318,0,547209837,True,1,Am Trimmelter Hof,residential,False,46.814,30,"LINESTRING (6.686028 49.7429851, 6.6858365 49.7431321, 6.6857005 49.7432235, 6.6855911 49.7432971)",,,,,,,
20909353,639680497,0,50348182,False,,Ludwig-Weinspach-Weg,residential,False,222.43,,"LINESTRING (6.6843331 49.7435388, 6.6842902 49.7436425, 6.6842793 49.7437425, 6.6842915 49.7438271, 6.6843303 49.7438778, 6.684376 49.7439259, 6.684447 49.7439677, 6.6845302 49.7439987, 6.6846247 49.7440241, 6.6848076 49.744041, 6.6850144 49.7440388, 6.6852009 49.7440369, 6.6853483 49.7440438, 6.6854992 49.7440719, 6.6855977 49.7440975, 6.6856847 49.7441355, 6.6858688 49.7442461, 6.6859643 49.7443638, 6.6861383 49.7445475, 6.6862013 49.7447298)",,,permissive,,,,
20909353,20909356,0,104867582,False,,Heinrich-Lübke-Straße,residential,False,65.676,30,"LINESTRING (6.6843331 49.7435388, 6.6842425 49.7434948, 6.6841105 49.743404, 6.6840617 49.7433346, 6.683939 49.74316, 6.6838797 49.7430412)",,,,,,,
20909353,2132493545,0,547209851,False,,Heinrich-Lübke-Straße,residential,True,40.57,30,"LINESTRING (6.6843331 49.7435388, 6.6845527 49.7435476, 6.6847651 49.7435402, 6.684895 49.7435255)",,,,,,,
20909356,20909360,0,6073611,False,,Peter-Jacobs-Straße,residential,False,89.566,30,"LINESTRING (6.6838797 49.7430412, 6.683662 49.7431006, 6.6835386 49.7432021, 6.6834781 49.7433044, 6.6834576 49.7435095, 6.6834526 49.7435602, 6.6834454 49.7436714, 6.6834379 49.7437177)",,,,,,,
20909356,20909366,0,104867582,False,,Heinrich-Lübke-Straße,residential,False,51.653999999999996,30,"LINESTRING (6.6838797 49.7430412, 6.6838533 49.7429621, 6.6837544 49.742784, 6.6835433 49.7426455)",,,,,,,
20909356,20909353,0,104867582,False,,Heinrich-Lübke-Straße,residential,True,65.676,30,"LINESTRING (6.6838797 49.7430412, 6.683939 49.74316, 6.6840617 49.7433346, 6.6841105 49.743404, 6.6842425 49.7434948, 6.6843331 49.7435388)",,,,,,,
20909360,20909360,0,6073610,False,,Peter-Jacobs-Straße,unclassified,False,45.507000000000005,,"LINESTRING (6.6834379 49.7437177, 6.6834759 49.743806, 6.6834819 49.7438587, 6.6834507 49.7438871, 6.6833903 49.7438918, 6.6833609 49.7438433, 6.6833651 49.7437974, 6.6834379 49.7437177)",,,,,,,
20909360,20909360,1,6073610,False,,Peter-Jacobs-Straße,unclassified,True,45.507000000000005,,"LINESTRING (6.6834379 49.7437177, 6.6833651 49.7437974, 6.6833609 49.7438433, 6.6833903 49.7438918, 6.6834507 49.7438871, 6.6834819 49.7438587, 6.6834759 49.743806, 6.6834379 49.7437177)",,,,,,,
20909360,20909356,0,6073611,False,,Peter-Jacobs-Straße,residential,True,89.566,30,"LINESTRING (6.6834379 49.7437177, 6.6834454 49.7436714, 6.6834526 49.7435602, 6.6834576 49.7435095, 6.6834781 49.7433044, 6.6835386 49.7432021, 6.683662 49.7431006, 6.6838797 49.7430412)",,,,,,,
